index	prefix	input_text	target_text	input_text_fa	target_text_fa	natural	natural_fa	natural_input_text_en	natural_target_text	natural_input_text_fa	natural_target_text_fa
853	xIntent	PersonX governs another ___	person in society	PersonX بر دیگری ___ حکومت می کند	شخص در جامعه است	PersonX governs another ___. PersonX intends person in society	PersonX بر ___ دیگری حاکم است. PersonX شخصیتی را در جامعه قصد دارد	PersonX governs another ___	 PersonX intends person in society	PersonX بر ___ دیگری حاکم است	 PersonX شخصیتی را در جامعه قصد دارد
854	xIntent	PersonX confirms the ___ and to describe	to be transparent	PersonX ___ و توصیف را تأیید می کند	شفاف بودن	PersonX confirms the ___ and to describe. PersonX intends to be transparent	PersonX ___ و توصیف را تأیید می کند. PersonX قصد دارد شفاف باشد	PersonX confirms the ___ and to describe	 PersonX intends to be transparent	PersonX ___ و توصیف را تأیید می کند	 PersonX قصد دارد شفاف باشد
855	xIntent	PersonX shows forth the ___	to be of service to his people	PersonX ___ را نشان می دهد	در خدمت مردم خود باشد	PersonX shows forth the ___. PersonX intends to be of service to his people	PersonX ___ را نشان می دهد. PersonX قصد دارد در خدمت مردم خود باشد	PersonX shows forth the ___	 PersonX intends to be of service to his people	PersonX ___ را نشان می دهد	 PersonX قصد دارد در خدمت مردم خود باشد
856	xIntent	PersonX suggests another ___	to find a solution no matter what	PersonX ___ دیگری را پیشنهاد می کند	برای پیدا کردن یک راه حل مهم نیست	PersonX suggests another ___. PersonX intends to find a solution no matter what	PersonX ___ دیگری را پیشنهاد می کند. PersonX در نظر دارد هرچه باشد راه حلی پیدا کند	PersonX suggests another ___	 PersonX intends to find a solution no matter what	PersonX ___ دیگری را پیشنهاد می کند	 PersonX در نظر دارد هرچه باشد راه حلی پیدا کند
857	xIntent	PersonX suggests another ___	to make sure he's exploring all options	PersonX ___ دیگری را پیشنهاد می کند	تا مطمئن شوید که او در حال بررسی همه گزینه ها است	PersonX suggests another ___. PersonX intends to make sure he's exploring all options	PersonX ___ دیگری را پیشنهاد می کند. PersonX قصد دارد اطمینان حاصل کند که همه گزینه ها را بررسی می کند	PersonX suggests another ___	 PersonX intends to make sure he's exploring all options	PersonX ___ دیگری را پیشنهاد می کند	 PersonX قصد دارد اطمینان حاصل کند که همه گزینه ها را بررسی می کند
858	xIntent	PersonX carries into effect PersonY's ___	to please person y	PersonX ___ PersonY را اجرا می کند	تا شخص y را راضی کند	PersonX carries into effect PersonY's ___. PersonX intends to please person y	PersonX PersonY را ___ اجرا می کند. PersonX قصد دارد شخص y را راضی کند	PersonX carries into effect PersonY's ___	 PersonX intends to please person y	PersonX PersonY را ___ اجرا می کند	 PersonX قصد دارد شخص y را راضی کند
859	xIntent	PersonX carries into effect PersonY's ___	to obey	PersonX ___ PersonY را اجرا می کند	پیروی کردن، اطاعت کردن، تسلیم شدن	PersonX carries into effect PersonY's ___. PersonX intends to obey	PersonX PersonY را ___ اجرا می کند. PersonX قصد دارد اطاعت کند	PersonX carries into effect PersonY's ___	 PersonX intends to obey	PersonX PersonY را ___ اجرا می کند	 PersonX قصد دارد اطاعت کند
860	xIntent	PersonX carries into effect PersonY's ___	support	PersonX ___ PersonY را اجرا می کند	حمایت کردن	PersonX carries into effect PersonY's ___. PersonX intends support	PersonX PersonY را ___ اجرا می کند. PersonX قصد پشتیبانی دارد	PersonX carries into effect PersonY's ___	 PersonX intends support	PersonX PersonY را ___ اجرا می کند	 PersonX قصد پشتیبانی دارد
861	xIntent	PersonX carries into effect PersonY's ___	to be sure that persony's wishes are heard	PersonX ___ PersonY را اجرا می کند	مطمئن شوید که خواسته های شخص شنیده می شود	PersonX carries into effect PersonY's ___. PersonX intends to be sure that persony's wishes are heard	PersonX PersonY را ___ اجرا می کند. PersonX قصد دارد مطمئن شود که خواسته های شخص شنیده می شود	PersonX carries into effect PersonY's ___	 PersonX intends to be sure that persony's wishes are heard	PersonX PersonY را ___ اجرا می کند	 PersonX قصد دارد مطمئن شود که خواسته های شخص شنیده می شود
862	xIntent	PersonX finds ___ in the sector	to get a good grade	PersonX ___ را در بخش پیدا می کند	برای گرفتن نمره خوب	PersonX finds ___ in the sector. PersonX intends to get a good grade	PersonX ___ را در بخش پیدا می کند. PersonX قصد دارد نمره خوبی کسب کند	PersonX finds ___ in the sector	 PersonX intends to get a good grade	PersonX ___ را در بخش پیدا می کند	 PersonX قصد دارد نمره خوبی کسب کند
863	xIntent	PersonX finds ___ in the sector	to be successful	PersonX ___ را در بخش پیدا می کند	برای موفق شدن	PersonX finds ___ in the sector. PersonX intends to be successful	PersonX ___ را در بخش پیدا می کند. PersonX قصد موفقیت دارد	PersonX finds ___ in the sector	 PersonX intends to be successful	PersonX ___ را در بخش پیدا می کند	 PersonX قصد موفقیت دارد
864	xIntent	PersonX puts the ___ before the horse	to advance quickly	PersonX ___ را قبل از اسب قرار می دهد	سریع پیش برود	PersonX puts the ___ before the horse. PersonX intends to advance quickly	PersonX ___ را قبل از اسب قرار می دهد. PersonX قصد دارد به سرعت پیشرفت کند	PersonX puts the ___ before the horse	 PersonX intends to advance quickly	PersonX ___ را قبل از اسب قرار می دهد	 PersonX قصد دارد به سرعت پیشرفت کند
865	xIntent	PersonX puts the ___ before the horse	to act fast.	PersonX ___ را قبل از اسب قرار می دهد	سریع عمل کردن	PersonX puts the ___ before the horse. PersonX intends to act fast.	PersonX ___ را قبل از اسب قرار می دهد. PersonX قصد دارد سریع عمل کند.	PersonX puts the ___ before the horse	 PersonX intends to act fast	PersonX ___ را قبل از اسب قرار می دهد	 PersonX قصد دارد سریع عمل کند
866	xIntent	PersonX answers the ___ well	to appear knowledgeable	PersonX به خوبی به ___ پاسخ می دهد	آگاه به نظر برسد	PersonX answers the ___ well. PersonX intends to appear knowledgeable	PersonX به خوبی به ___ پاسخ می دهد. PersonX قصد دارد تا دانشمند به نظر برسد	PersonX answers the ___ well	 PersonX intends to appear knowledgeable	PersonX به خوبی به ___ پاسخ می دهد	 PersonX قصد دارد تا دانشمند به نظر برسد
867	xIntent	PersonX comes ___ to leave	to be nice, to show appreciation	PersonX می آید ___ تا برود	خوب بودن ، نشان دادن قدردانی	PersonX comes ___ to leave. PersonX intends to be nice, to show appreciation	PersonX می آید ___ تا برود. PersonX قصد دارد برای نشان دادن قدردانی ، خوب باشد	PersonX comes ___ to leave	 PersonX intends to be nice, to show appreciation	PersonX می آید ___ تا برود	 PersonX قصد دارد برای نشان دادن قدردانی ، خوب باشد
868	xIntent	PersonX comes ___ to leave	to play a game to play catch	PersonX می آید ___ تا برود	بازی کردن برای بازی گرفتن	PersonX comes ___ to leave. PersonX intends to play a game to play catch	PersonX می آید ___ تا برود. PersonX قصد دارد یک بازی برای بازی گرفتن انجام دهد	PersonX comes ___ to leave	 PersonX intends to play a game to play catch	PersonX می آید ___ تا برود	 PersonX قصد دارد یک بازی برای بازی گرفتن انجام دهد
869	xIntent	PersonX comes ___ to leave	because theylike persony	PersonX می آید ___ تا برود	زیرا آنها شخصیتی دوست دارند	PersonX comes ___ to leave. PersonX intends because theylike persony	PersonX می آید ___ تا برود. PersonX قصد دارد زیرا شخصیتی را دوست دارد	PersonX comes ___ to leave	 PersonX intends because theylike persony	PersonX می آید ___ تا برود	 PersonX قصد دارد زیرا شخصیتی را دوست دارد
870	xIntent	PersonX causes another ___	problem	PersonX باعث ___ دیگری می شود	مسئله	PersonX causes another ___. PersonX intends problem	PersonX باعث ___ دیگری می شود. PersonX قصد دارد مشکلی ایجاد کند	PersonX causes another ___	 PersonX intends problem	PersonX باعث ___ دیگری می شود	 PersonX قصد دارد مشکلی ایجاد کند
871	xIntent	PersonX throws PersonX's ___ back	not to have this in his hands	PersonX ___ PersonX را به عقب می اندازد	نه اینکه این را در دست او داشته باشد	PersonX throws PersonX's ___ back. PersonX intends not to have this in his hands	PersonX ___ PersonX را به عقب می اندازد. PersonX قصد دارد این مورد را در دستان خود نداشته باشد	PersonX throws PersonX's ___ back	 PersonX intends not to have this in his hands	PersonX ___ PersonX را به عقب می اندازد	 PersonX قصد دارد این مورد را در دستان خود نداشته باشد
872	xIntent	PersonX puts ___ to paper	to write something down.	PersonX ___ را روی کاغذ می اندازد	برای نوشتن چیزی	PersonX puts ___ to paper. PersonX intends to write something down.	PersonX ___ را روی کاغذ می اندازد. PersonX قصد دارد چیزی بنویسد.	PersonX puts ___ to paper	 PersonX intends to write something down	PersonX ___ را روی کاغذ می اندازد	 PersonX قصد دارد چیزی بنویسد
873	xIntent	PersonX puts ___ to paper	to record ideas	PersonX ___ را روی کاغذ می اندازد	برای ثبت ایده ها	PersonX puts ___ to paper. PersonX intends to record ideas	PersonX ___ را روی کاغذ می اندازد. PersonX قصد دارد ایده هایی را ثبت کند	PersonX puts ___ to paper	 PersonX intends to record ideas	PersonX ___ را روی کاغذ می اندازد	 PersonX قصد دارد ایده هایی را ثبت کند
874	xIntent	PersonX eats ___ in the kingdom	to satisfy his/her hunger	PersonX در پادشاهی ___ می خورد	برای رفع گرسنگی خود	PersonX eats ___ in the kingdom. PersonX intends to satisfy his/her hunger	PersonX در پادشاهی ___ می خورد. PersonX قصد دارد گرسنگی خود را برطرف کند	PersonX eats ___ in the kingdom	 PersonX intends to satisfy his/her hunger	PersonX در پادشاهی ___ می خورد	 PersonX قصد دارد گرسنگی خود را برطرف کند
875	xIntent	PersonX imposes ___ upon PersonY	to be in control	PersonX ___ را به PersonY تحمیل می کند	تحت کنترل بودن	PersonX imposes ___ upon PersonY. PersonX intends to be in control	PersonX ___ را به PersonY تحمیل می کند. PersonX قصد دارد کنترل خود را بر عهده بگیرد	PersonX imposes ___ upon PersonY	 PersonX intends to be in control	PersonX ___ را به PersonY تحمیل می کند	 PersonX قصد دارد کنترل خود را بر عهده بگیرد
876	xIntent	PersonX imposes ___ upon PersonY	to be in power	PersonX ___ را به PersonY تحمیل می کند	در قدرت بودن	PersonX imposes ___ upon PersonY. PersonX intends to be in power	PersonX ___ را به PersonY تحمیل می کند. PersonX قصد دارد در قدرت باشد	PersonX imposes ___ upon PersonY	 PersonX intends to be in power	PersonX ___ را به PersonY تحمیل می کند	 PersonX قصد دارد در قدرت باشد
877	xIntent	PersonX plays a ___ in the regulation	to be influential.	PersonX در این آیین نامه ___ بازی می کند	تأثیرگذار بودن	PersonX plays a ___ in the regulation. PersonX intends to be influential.	PersonX در این آیین نامه ___ بازی می کند. PersonX قصد دارد تأثیرگذار باشد.	PersonX plays a ___ in the regulation	 PersonX intends to be influential	PersonX در این آیین نامه ___ بازی می کند	 PersonX قصد دارد تأثیرگذار باشد
878	xIntent	PersonX plays a ___ in the regulation	to participate	PersonX در این آیین نامه ___ بازی می کند	به شرکت	PersonX plays a ___ in the regulation. PersonX intends to participate	PersonX در این آیین نامه ___ بازی می کند. PersonX قصد دارد در آن شرکت کند	PersonX plays a ___ in the regulation	 PersonX intends to participate	PersonX در این آیین نامه ___ بازی می کند	 PersonX قصد دارد در آن شرکت کند
879	xIntent	PersonX plays a ___ in the regulation	to be responsible	PersonX در این آیین نامه ___ بازی می کند	مسئول بودن	PersonX plays a ___ in the regulation. PersonX intends to be responsible	PersonX در این آیین نامه ___ بازی می کند. PersonX قصد دارد مسئولیت پذیر باشد	PersonX plays a ___ in the regulation	 PersonX intends to be responsible	PersonX در این آیین نامه ___ بازی می کند	 PersonX قصد دارد مسئولیت پذیر باشد
880	xIntent	PersonX sends ___ to the brain	to learn new things	PersonX ___ را به مغز می فرستد	برای یادگیری چیزهای جدید	PersonX sends ___ to the brain. PersonX intends to learn new things	PersonX ___ را به مغز می فرستد. PersonX قصد دارد چیزهای جدیدی یاد بگیرد	PersonX sends ___ to the brain	 PersonX intends to learn new things	PersonX ___ را به مغز می فرستد	 PersonX قصد دارد چیزهای جدیدی یاد بگیرد
881	xIntent	PersonX follows ___ through society	to be honour	PersonX ___ را از طریق جامعه دنبال می کند	افتخار بودن	PersonX follows ___ through society. PersonX intends to be honour	PersonX ___ را از طریق جامعه دنبال می کند. PersonX قصد دارد افتخار کند	PersonX follows ___ through society	 PersonX intends to be honour	PersonX ___ را از طریق جامعه دنبال می کند	 PersonX قصد دارد افتخار کند
882	xIntent	PersonX summons another ___	it is make a body to fit	PersonX احضار دیگری ___	این یک بدن مناسب است	PersonX summons another ___. PersonX intends it is make a body to fit	PersonX ___ دیگری را احضار می کند. PersonX قصد دارد بدنی متناسب با آن بسازد	PersonX summons another ___	 PersonX intends it is make a body to fit	PersonX ___ دیگری را احضار می کند	 PersonX قصد دارد بدنی متناسب با آن بسازد
883	xIntent	PersonX summons another ___	to make sure everyone is on the same page	PersonX احضار دیگری ___	تا مطمئن شوید همه در یک صفحه هستند	PersonX summons another ___. PersonX intends to make sure everyone is on the same page	PersonX ___ دیگری را احضار می کند. PersonX قصد دارد اطمینان حاصل کند که همه در یک صفحه هستند	PersonX summons another ___	 PersonX intends to make sure everyone is on the same page	PersonX ___ دیگری را احضار می کند	 PersonX قصد دارد اطمینان حاصل کند که همه در یک صفحه هستند
884	xIntent	PersonX summons another ___	competitor	PersonX احضار دیگری ___	رقیب	PersonX summons another ___. PersonX intends competitor	PersonX ___ دیگری را احضار می کند. PersonX رقیبی را در نظر دارد	PersonX summons another ___	 PersonX intends competitor	PersonX ___ دیگری را احضار می کند	 PersonX رقیبی را در نظر دارد
885	xIntent	PersonX receives god 's ___	pray for a sick friend.	PersonX ___ خدا را دریافت می کند	برای یک دوست بیمار دعا کنید.	PersonX receives god 's ___. PersonX intends pray for a sick friend.	PersonX ___ خدا را دریافت می کند. PersonX قصد دارد برای یک دوست بیمار دعا کند.	PersonX receives god 's ___	 PersonX intends pray for a sick friend	PersonX ___ خدا را دریافت می کند	 PersonX قصد دارد برای یک دوست بیمار دعا کند
886	xIntent	PersonX spends a ___ together	to do something with someone else	PersonX یک ___ را با هم می گذراند	انجام کار با شخص دیگر	PersonX spends a ___ together. PersonX intends to do something with someone else	PersonX یک ___ را با هم می گذراند. PersonX قصد دارد کاری را با شخص دیگری انجام دهد	PersonX spends a ___ together	 PersonX intends to do something with someone else	PersonX یک ___ را با هم می گذراند	 PersonX قصد دارد کاری را با شخص دیگری انجام دهد
887	xIntent	PersonX spends a ___ together	to be social	PersonX یک ___ را با هم می گذراند	اجتماعی بودن	PersonX spends a ___ together. PersonX intends to be social	PersonX یک ___ را با هم می گذراند. PersonX قصد دارد اجتماعی باشد	PersonX spends a ___ together	 PersonX intends to be social	PersonX یک ___ را با هم می گذراند	 PersonX قصد دارد اجتماعی باشد
888	xIntent	PersonX knows ___ already	good about themselves	PersonX از قبل ___ می داند	خوب در مورد خودشان	PersonX knows ___ already. PersonX intends good about themselves	PersonX از قبل ___ می داند. PersonX قصد خوبی در مورد خود دارد	PersonX knows ___ already	 PersonX intends good about themselves	PersonX از قبل ___ می داند	 PersonX قصد خوبی در مورد خود دارد
889	xIntent	PersonX denotes ___ with respect	respect to others to all	PersonX با احترام ___ را نشان می دهد	احترام به دیگران برای همه	PersonX denotes ___ with respect. PersonX intends respect to others to all	PersonX با احترام ___ را نشان می دهد. PersonX در نظر دارد به دیگران احترام بگذارد	PersonX denotes ___ with respect	 PersonX intends respect to others to all	PersonX با احترام ___ را نشان می دهد	 PersonX در نظر دارد به دیگران احترام بگذارد
890	xIntent	PersonX denotes ___ with respect	to show respect in order to make jobs successful	PersonX با احترام ___ را نشان می دهد	برای موفقیت در کارها احترام بگذارند	PersonX denotes ___ with respect. PersonX intends to show respect in order to make jobs successful	PersonX با احترام ___ را نشان می دهد. PersonX قصد دارد برای موفقیت در کارها احترام بگذارد	PersonX denotes ___ with respect	 PersonX intends to show respect in order to make jobs successful	PersonX با احترام ___ را نشان می دهد	 PersonX قصد دارد برای موفقیت در کارها احترام بگذارد
891	xIntent	PersonX spends ___ with PersonY family	to enjoy time together	PersonX ___ را با خانواده PersonY خرج می کند	برای لذت بردن از وقت با هم	PersonX spends ___ with PersonY family. PersonX intends to enjoy time together	PersonX ___ را با خانواده PersonY خرج می کند. PersonX قصد دارد از وقت با هم لذت ببریم	PersonX spends ___ with PersonY family	 PersonX intends to enjoy time together	PersonX ___ را با خانواده PersonY خرج می کند	 PersonX قصد دارد از وقت با هم لذت ببریم
892	xIntent	PersonX spends ___ with PersonY family	satisfied,	PersonX ___ را با خانواده PersonY خرج می کند	راضی،	PersonX spends ___ with PersonY family. PersonX intends satisfied,	PersonX ___ را با خانواده PersonY خرج می کند. PersonX قصد دارد راضی باشد ،	PersonX spends ___ with PersonY family	 PersonX intends satisfied,	PersonX ___ را با خانواده PersonY خرج می کند	 PersonX قصد دارد راضی باشد ،
893	xIntent	PersonX constructs another ___	new friends	PersonX ___ دیگری را می سازد	دوستان جدید	PersonX constructs another ___. PersonX intends new friends	PersonX ___ دیگری را می سازد. PersonX قصد دارد دوستان جدیدی داشته باشد	PersonX constructs another ___	 PersonX intends new friends	PersonX ___ دیگری را می سازد	 PersonX قصد دارد دوستان جدیدی داشته باشد
894	xIntent	PersonX tries every ___	to accomplish something in any way possible	PersonX هر ___ را امتحان می کند	برای رسیدن به چیزی به هر طریق ممکن	PersonX tries every ___. PersonX intends to accomplish something in any way possible	PersonX هر ___ را امتحان می کند. PersonX قصد دارد به هر طریقی که ممکن است چیزی را به انجام برساند	PersonX tries every ___	 PersonX intends to accomplish something in any way possible	PersonX هر ___ را امتحان می کند	 PersonX قصد دارد به هر طریقی که ممکن است چیزی را به انجام برساند
895	xIntent	PersonX tries every ___	to increase the speed to reach destination	PersonX هر ___ را امتحان می کند	برای افزایش سرعت رسیدن به مقصد	PersonX tries every ___. PersonX intends to increase the speed to reach destination	PersonX هر ___ را امتحان می کند. PersonX قصد دارد برای رسیدن به مقصد سرعت را افزایش دهد	PersonX tries every ___	 PersonX intends to increase the speed to reach destination	PersonX هر ___ را امتحان می کند	 PersonX قصد دارد برای رسیدن به مقصد سرعت را افزایش دهد
896	xIntent	PersonX plays PersonY ___ in the formation	to pretend to be another person	PersonX در شکل گیری نقش PersonY ___ را بازی می کند	تظاهر به شخص دیگری بودن	PersonX plays PersonY ___ in the formation. PersonX intends to pretend to be another person	PersonX در شکل گیری نقش PersonY ___ را بازی می کند. PersonX قصد دارد وانمود کند که شخص دیگری است	PersonX plays PersonY ___ in the formation	 PersonX intends to pretend to be another person	PersonX در شکل گیری نقش PersonY ___ را بازی می کند	 PersonX قصد دارد وانمود کند که شخص دیگری است
897	xIntent	PersonX plays PersonY ___ in the formation	to entertain	PersonX در شکل گیری نقش PersonY ___ را بازی می کند	سرگرم کردن	PersonX plays PersonY ___ in the formation. PersonX intends to entertain	PersonX در شکل گیری نقش PersonY ___ را بازی می کند. PersonX قصد سرگرمی دارد	PersonX plays PersonY ___ in the formation	 PersonX intends to entertain	PersonX در شکل گیری نقش PersonY ___ را بازی می کند	 PersonX قصد سرگرمی دارد
898	xIntent	PersonX plays PersonY ___ in the formation	to teach	PersonX در شکل گیری نقش PersonY ___ را بازی می کند	آموزش دادن	PersonX plays PersonY ___ in the formation. PersonX intends to teach	PersonX در شکل گیری نقش PersonY ___ را بازی می کند. PersonX قصد تدریس دارد	PersonX plays PersonY ___ in the formation	 PersonX intends to teach	PersonX در شکل گیری نقش PersonY ___ را بازی می کند	 PersonX قصد تدریس دارد
899	xIntent	PersonX plays PersonY ___ in the formation	order	PersonX در شکل گیری نقش PersonY ___ را بازی می کند	سفارش	PersonX plays PersonY ___ in the formation. PersonX intends order	PersonX در شکل گیری نقش PersonY ___ را بازی می کند. PersonX قصد سفارش دارد	PersonX plays PersonY ___ in the formation	 PersonX intends order	PersonX در شکل گیری نقش PersonY ___ را بازی می کند	 PersonX قصد سفارش دارد
900	xIntent	PersonX goes ___ to get	to get something he needs, forgot something for work.	PersonX برای دریافت ___ می رود	برای به دست آوردن چیزی که به آن نیاز دارد ، چیزی را برای کار فراموش کرد	PersonX goes ___ to get. PersonX intends to get something he needs, forgot something for work.	PersonX برای دریافت ___ می رود. PersonX قصد دارد چیزی را که نیاز دارد بدست آورد ، چیزی را برای کار فراموش کرد.	PersonX goes ___ to get	 PersonX intends to get something he needs, forgot something for work	PersonX برای دریافت ___ می رود	 PersonX قصد دارد چیزی را که نیاز دارد بدست آورد ، چیزی را برای کار فراموش کرد
901	xIntent	PersonX discusses every ___	there to be no uncertainty	PersonX هر ___	هیچ قطعیتی وجود ندارد	PersonX discusses every ___. PersonX intends there to be no uncertainty	PersonX هر ___ را مورد بحث قرار می دهد. PersonX قصد دارد عدم قطعیت وجود نداشته باشد	PersonX discusses every ___	 PersonX intends there to be no uncertainty	PersonX هر ___ را مورد بحث قرار می دهد	 PersonX قصد دارد عدم قطعیت وجود نداشته باشد
902	xIntent	PersonX discusses every ___	talk through the issue	PersonX هر ___	از طریق موضوع صحبت کنید	PersonX discusses every ___. PersonX intends talk through the issue	PersonX هر ___ را مورد بحث قرار می دهد. PersonX قصد دارد از طریق این موضوع صحبت کند	PersonX discusses every ___	 PersonX intends talk through the issue	PersonX هر ___ را مورد بحث قرار می دهد	 PersonX قصد دارد از طریق این موضوع صحبت کند
903	xIntent	PersonX discusses every ___	to have breakthroughs with therapist	PersonX هر ___	برای دستیابی به موفقیت در درمانگر	PersonX discusses every ___. PersonX intends to have breakthroughs with therapist	PersonX هر ___ را مورد بحث قرار می دهد. PersonX قصد دارد با درمانگر پیشرفت های خوبی داشته باشد	PersonX discusses every ___	 PersonX intends to have breakthroughs with therapist	PersonX هر ___ را مورد بحث قرار می دهد	 PersonX قصد دارد با درمانگر پیشرفت های خوبی داشته باشد
904	xIntent	PersonX finds ___ in words	it is required to find data for reasearch	PersonX ___ را در کلمات پیدا می کند	لازم است داده ها را برای تحقیق مجدد پیدا کنید	PersonX finds ___ in words. PersonX intends it is required to find data for reasearch	PersonX ___ را در کلمات پیدا می کند. PersonX قصد دارد داده هایی را برای تحقیق مجدد پیدا کند	PersonX finds ___ in words	 PersonX intends it is required to find data for reasearch	PersonX ___ را در کلمات پیدا می کند	 PersonX قصد دارد داده هایی را برای تحقیق مجدد پیدا کند
905	xIntent	PersonX draws PersonX's ___ upon the treasurer for the payment	to make a payment	PersonX ___ PersonX را برای پرداخت به خزانه دار می کشد	پرداخت کردن	PersonX draws PersonX's ___ upon the treasurer for the payment. PersonX intends to make a payment	PersonX ___ PersonX را برای پرداخت به خزانه دار می کشد. PersonX قصد دارد تا پرداختی انجام دهد	PersonX draws PersonX's ___ upon the treasurer for the payment	 PersonX intends to make a payment	PersonX ___ PersonX را برای پرداخت به خزانه دار می کشد	 PersonX قصد دارد تا پرداختی انجام دهد
906	xIntent	PersonX draws PersonX's ___ upon the treasurer for the payment	to be paid	PersonX ___ PersonX را برای پرداخت به خزانه دار می کشد	پرداخت می شود	PersonX draws PersonX's ___ upon the treasurer for the payment. PersonX intends to be paid	PersonX ___ PersonX را برای پرداخت به خزانه دار می کشد. PersonX قصد دارد به وی پرداخت شود	PersonX draws PersonX's ___ upon the treasurer for the payment	 PersonX intends to be paid	PersonX ___ PersonX را برای پرداخت به خزانه دار می کشد	 PersonX قصد دارد به وی پرداخت شود
907	xIntent	PersonX draws PersonX's ___ upon the treasurer for the payment	to finish his deal	PersonX ___ PersonX را برای پرداخت به خزانه دار می کشد	معامله خود را به پایان برساند	PersonX draws PersonX's ___ upon the treasurer for the payment. PersonX intends to finish his deal	PersonX ___ PersonX را برای پرداخت به خزانه دار می کشد. PersonX قصد دارد معامله خود را به پایان برساند	PersonX draws PersonX's ___ upon the treasurer for the payment	 PersonX intends to finish his deal	PersonX ___ PersonX را برای پرداخت به خزانه دار می کشد	 PersonX قصد دارد معامله خود را به پایان برساند
908	xIntent	PersonX draws PersonX's ___ upon the treasurer for the payment	to complete a job	PersonX ___ PersonX را برای پرداخت به خزانه دار می کشد	برای تکمیل یک کار	PersonX draws PersonX's ___ upon the treasurer for the payment. PersonX intends to complete a job	PersonX ___ PersonX را برای پرداخت به خزانه دار می کشد. PersonX قصد دارد یک کار را به اتمام برساند	PersonX draws PersonX's ___ upon the treasurer for the payment	 PersonX intends to complete a job	PersonX ___ PersonX را برای پرداخت به خزانه دار می کشد	 PersonX قصد دارد یک کار را به اتمام برساند
909	xIntent	PersonX publishes another ___	to disseminate his or her ideas	PersonX ___ دیگری منتشر می کند	برای انتشار ایده های خود	PersonX publishes another ___. PersonX intends to disseminate his or her ideas	PersonX ___ دیگری را منتشر می کند. PersonX قصد دارد ایده های خود را منتشر کند	PersonX publishes another ___	 PersonX intends to disseminate his or her ideas	PersonX ___ دیگری را منتشر می کند	 PersonX قصد دارد ایده های خود را منتشر کند
910	xIntent	PersonX holds ___ for a term	registeration	PersonX مدت ___ را در اختیار دارد	ثبت نام	PersonX holds ___ for a term. PersonX intends registeration	PersonX مدت ___ را در اختیار دارد. PersonX قصد ثبت نام دارد	PersonX holds ___ for a term	 PersonX intends registeration	PersonX مدت ___ را در اختیار دارد	 PersonX قصد ثبت نام دارد
911	xIntent	PersonX holds ___ for a term	satisfied,	PersonX مدت ___ را در اختیار دارد	راضی،	PersonX holds ___ for a term. PersonX intends satisfied,	PersonX مدت ___ را در اختیار دارد. PersonX قصد دارد راضی باشد ،	PersonX holds ___ for a term	 PersonX intends satisfied,	PersonX مدت ___ را در اختیار دارد	 PersonX قصد دارد راضی باشد ،
912	xIntent	PersonX prevents ___ to others	keep others safe	PersonX از ___ به دیگران جلوگیری می کند	دیگران را ایمن نگه دارید	PersonX prevents ___ to others. PersonX intends keep others safe	PersonX از ___ به دیگران جلوگیری می کند. PersonX قصد دارد دیگران را در امان نگه دارد	PersonX prevents ___ to others	 PersonX intends keep others safe	PersonX از ___ به دیگران جلوگیری می کند	 PersonX قصد دارد دیگران را در امان نگه دارد
913	xIntent	PersonX sells PersonY's ___ at a price	to sale	PersonX ___ PersonY را با قیمتی می فروشد	برای فروش	PersonX sells PersonY's ___ at a price. PersonX intends to sale	PersonX ___ PersonY را با قیمتی می فروشد. PersonX قصد فروش دارد	PersonX sells PersonY's ___ at a price	 PersonX intends to sale	PersonX ___ PersonY را با قیمتی می فروشد	 PersonX قصد فروش دارد
914	xIntent	PersonX sells PersonY's ___ at a price	money	PersonX ___ PersonY را با قیمتی می فروشد	پول	PersonX sells PersonY's ___ at a price. PersonX intends money	PersonX ___ PersonY را با قیمتی می فروشد. PersonX قصد پول دارد	PersonX sells PersonY's ___ at a price	 PersonX intends money	PersonX ___ PersonY را با قیمتی می فروشد	 PersonX قصد پول دارد
915	xIntent	PersonX sells PersonY's ___ at a price	to assist person y to see his product	PersonX ___ PersonY را با قیمتی می فروشد	برای کمک به شخص y برای دیدن محصول خود	PersonX sells PersonY's ___ at a price. PersonX intends to assist person y to see his product	PersonX ___ PersonY را با قیمتی می فروشد. PersonX قصد دارد به شخص y کمک کند تا محصول خود را ببیند	PersonX sells PersonY's ___ at a price	 PersonX intends to assist person y to see his product	PersonX ___ PersonY را با قیمتی می فروشد	 PersonX قصد دارد به شخص y کمک کند تا محصول خود را ببیند
916	xIntent	PersonX gets ___ straight	resolution.	PersonX ___ مستقیم می شود	وضوح.	PersonX gets ___ straight. PersonX intends resolution.	PersonX ___ مستقیم می شود. PersonX قصد دارد قطعنامه را ارائه دهد.	PersonX gets ___ straight	 PersonX intends resolution	PersonX ___ مستقیم می شود	 PersonX قصد دارد قطعنامه را ارائه دهد
917	xIntent	PersonX studies in detail the ___	to learn more	PersonX به طور دقیق ___ را مطالعه می کند	برای یادگیری بیشتر	PersonX studies in detail the ___. PersonX intends to learn more	PersonX با جزئیات ___ را مطالعه می کند. PersonX قصد دارد بیشتر بیاموزد	PersonX studies in detail the ___	 PersonX intends to learn more	PersonX با جزئیات ___ را مطالعه می کند	 PersonX قصد دارد بیشتر بیاموزد
