tid	exp	model	lang	method	wrap	frozen	epochs	date	all_preds	bert_score	bleu_score	input_text	langs	pred_text1	prefix	prompt	qid	rouge_score	target_text	top	top_pred	enfat5-large_pred_text1_bart_score	enfat5-large_target_text_bart_score
42	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to accept the offer <br /> to accept the offer. <br /> gets to accept the offer	0.69	0.087938058144575	## PersonX accepts the offer ##	en2en	to accept the offer	xNeed	<xNeed>  PersonX accepts the offer <extra_id_0>	42	0.5454545408264463	to determine whether the offer is good	to determine whether the offer is good	to accept the offer	-4.18412	-4.39975
43	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to accept the offer <br /> happy <br /> to accepts the offer	1.0	0.0	PersonX accepts the offer ## ## ## ## ## ##	en2en	to accept the offer	xReact	PersonX accepts the offer  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	43	0.0	happy	happy	happy	-4.491969999999999	-6.09851
43	custom	enfat5-large	mix-mix	unsup-gen	unwrapped-lstm	unfreezed	tr:1-ep:1-(0-45001)-361	2021-12-10-09:27	رضایت خاطر <br /> خوشحال <br /> کمک کننده	1.0	0.0	## شخص ایکس پیشنهاد را قبول می کند. ## ##	fa2fa	رضایت خاطر	xReact	<xReact>  شخص ایکس پیشنهاد را قبول می کند. <gen_fa>  <extra_id_0>	43	0.0	خوشحال	خوشحال	خوشحال	-4.90527	-5.57328
43	custom	enfat5-large	mix-mix	unsup-wrap-lang	wrapped-lstm	freezed	tr:1-ep:1-(0-45001)-361	2021-12-10-14:21	خوشحال. <br /> کمک کننده <br /> خوشحال از اینکه شخص ایکس پیشنهاد را می پذیرد.	0.95	0.0	## ## ## ## ## شخص ایکس پیشنهاد را قبول می کند. ## ## ## ## ## ##	fa2fa	خوشحال	xReact	<xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  شخص ایکس پیشنهاد را قبول می کند. <xReact_fa_0>  <xReact_fa_1>  <xReact_fa_2>  <xReact_fa_3>  <xReact_fa_4>  <extra_id_0>	43	0.999999995	خوشحال	خوشحال	خوشحال.	-5.5732800000000005	-5.57328
43	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> PersonX is accepted	0.67	0.0	PersonX accepts the offer ## ## ## ## ## ##	en2en	gets thanked	xReact	PersonX accepts the offer  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	43	0.0	happy	happy	gets excited	-6.09138	-6.09851
43	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to accept the offer <br /> to accept the offer. <br /> to be helpful	0.35	0.0	## PersonX accepts the offer ##	en2en	to accept the offer	xReact	<xReact>  PersonX accepts the offer <extra_id_0>	43	0.0	happy	happy	to be helpful	-4.491969999999999	-6.09851
44	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to accept the offer <br /> happy <br /> to accept the offer.	0.42	0.0610332203119731	PersonX accepts the offer ## ## ## ## ## ##	en2en	to accept the offer	xWant	PersonX accepts the offer  <xWant_0>  <xWant_1>  <xWant_2>  <xWant_3>  <xWant_4>  <extra_id_0>	44	0.2499999950000001	to shake their hand	to shake their hand	to accept the offer.	-4.41401	-5.82413
44	custom	enfat5-large	mix-mix	unsup-gen	unwrapped-lstm	unfreezed	tr:1-ep:1-(0-45001)-361	2021-12-10-09:27	تا به شخص ایکس بفهماند که آن ها چه می خواهند. <br /> تا به شخص ایکس بفهماند که آنها چه می خواهند. <br /> تا به شخص ایکس بفهماند که آن ها چگونه می خواهند کارشان را انجام دهند.	0.42	0.0	## شخص ایکس پیشنهاد را قبول می کند. ## ##	fa2fa	تا به شخص ایکس بفهماند که آن ها چه می خواهند	xWant	<xWant>  شخص ایکس پیشنهاد را قبول می کند. <gen_fa>  <extra_id_0>	44	0.0	برای تکان دادن دستشان	برای تکان دادن دستشان	تا به شخص ایکس بفهماند که آن ها چه می خواهند.	-3.54901	-4.80753
44	custom	enfat5-large	mix-mix	unsup-wrap-lang	wrapped-lstm	freezed	tr:1-ep:1-(0-45001)-361	2021-12-10-14:21	تا آن ها را در آغوش بگیرد. <br /> تا آن ها را در آغوش بگیرد <br /> شخصی که پیشنهاد را بپذیرد	0.74	0.0	## ## ## ## ## شخص ایکس پیشنهاد را قبول می کند. ## ## ## ## ## ##	fa2fa	تا آن ها را در آغوش بگیرد	xWant	<xWant_0>  <xWant_1>  <xWant_2>  <xWant_3>  <xWant_4>  شخص ایکس پیشنهاد را قبول می کند. <xWant_fa_0>  <xWant_fa_1>  <xWant_fa_2>  <xWant_fa_3>  <xWant_fa_4>  <extra_id_0>	44	0.0	برای تکان دادن دستشان	برای تکان دادن دستشان	تا آن ها را در آغوش بگیرد	-3.77955	-4.80753
44	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets excited <br /> gets thanked for the offer	0.45	0.0	PersonX accepts the offer ## ## ## ## ## ##	en2en	gets thanked	xWant	PersonX accepts the offer  <xWant_0>  <xWant_1>  <xWant_2>  <xWant_3>  <xWant_4>  <extra_id_0>	44	0.0	to shake their hand	to shake their hand	gets thanked	-7.53177	-5.82413
44	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to accept the offer <br /> to accept the offer. <br /> gets to accept the offer	0.42	0.0610332203119731	## PersonX accepts the offer ##	en2en	to accept the offer	xWant	<xWant>  PersonX accepts the offer <extra_id_0>	44	0.2499999950000001	to shake their hand	to shake their hand	to accept the offer.	-4.41401	-5.82413
45	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to achieve PersonY <br /> to achieve persony <br /> to get PersonY	0.58	0.0	PersonX achieves PersonY objective ## ## ## ## ## ## ## ## ##	en2en	to achieve PersonY	oEffect	PersonX achieves PersonY objective  <oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  <extra_id_0>	45	0.0	inspire	inspire	to achieve persony	-5.16844	-8.08407
45	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonX <br /> is thanked by PersonX	0.38	0.0	PersonX achieves PersonY objective ## ## ## ## ## ## ## ## ##	en2en	gets thanked	oEffect	PersonX achieves PersonY objective  <oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  <extra_id_0>	45	0.0	inspire	inspire	gets thanked	-6.455030000000001	-8.08407
45	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to help PersonY <br /> to help persony	0.57	0.0	## PersonX achieves PersonY objective ##	en2en	to be helpful	oEffect	<oEffect>  PersonX achieves PersonY objective <extra_id_0>	45	0.0	inspire	inspire	to be helpful	-6.06999	-8.08407
46	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> to achieve PersonY <br /> to achieve persony	0.66	0.0	PersonX achieves PersonY objective ## ## ## ## ## ##	en2en	happy	oReact	PersonX achieves PersonY objective  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	46	0.0	good	good	happy	-7.05312	-7.26130
46	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonX <br /> is thanked	0.53	0.0	PersonX achieves PersonY objective ## ## ## ## ## ##	en2en	gets thanked	oReact	PersonX achieves PersonY objective  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	46	0.0	good	good	is thanked	-6.93686	-7.26130
46	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to help persony <br /> to help PersonY	0.5	0.0	## PersonX achieves PersonY objective ##	en2en	to be helpful	oReact	<oReact>  PersonX achieves PersonY objective <extra_id_0>	46	0.0	good	good	to be helpful	-6.477069999999999	-7.26130
47	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to get PersonY <br /> to help persony <br /> to help PersonY	0.49	0.0	PersonX achieves PersonY objective ## ## ## ## ## ##	en2en	to get PersonY	oWant	PersonX achieves PersonY objective  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	47	0.0	See what personX did	See what personX did	to get PersonY	-6.693689999999999	-7.70297
47	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonX <br /> is thanked	0.52	0.0	PersonX achieves PersonY objective ## ## ## ## ## ##	en2en	gets thanked	oWant	PersonX achieves PersonY objective  <oWant_0>  <oWant_1>  <oWant_2>  <oWant_3>  <oWant_4>  <extra_id_0>	47	0.0	See what personX did	See what personX did	gets thanked by PersonX	-8.20604	-7.70297
47	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to help PersonY <br /> to help persony	0.46	0.0	## PersonX achieves PersonY objective ##	en2en	to be helpful	oWant	<oWant>  PersonX achieves PersonY objective <extra_id_0>	47	0.0	See what personX did	See what personX did	to help PersonY	-6.81628	-7.70297
48	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to help persony <br /> to help PersonY <br /> to help person Y	0.38	0.0	PersonX achieves PersonY objective ## ## ## ## ##	en2en	to help persony	xAttr	PersonX achieves PersonY objective  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	48	0.0	diligent	diligent	to help person Y	-7.08391	-8.48585
48	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonX <br /> is thanked	0.23	0.0	PersonX achieves PersonY objective ## ## ## ## ##	en2en	gets thanked	xAttr	PersonX achieves PersonY objective  <xAttr_0>  <xAttr_1>  <xAttr_2>  <xAttr_3>  <extra_id_0>	48	0.0	diligent	diligent	is thanked	-8.28609	-8.48585
48	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to help persony <br /> to help PersonY	0.41	0.0	## PersonX achieves PersonY objective ##	en2en	to be helpful	xAttr	<xAttr>  PersonX achieves PersonY objective <extra_id_0>	48	0.0	diligent	diligent	to be helpful	-7.274789999999999	-8.48585
49	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	gets to achieve the goal. <br /> to make sure they're doing. <br /> to make sure they're doing something.	0.48	0.0456496931223525	PersonX achieves PersonY objective ## ## ## ## ## ## ## ## ##	en2en	gets to achieve the goal	xEffect	PersonX achieves PersonY objective  <xEffect_0>  <xEffect_1>  <xEffect_2>  <xEffect_3>  <xEffect_4>  <xEffect_5>  <xEffect_6>  <xEffect_7>  <extra_id_0>	49	0.2857142816326531	gets rewarded	gets rewarded	gets to achieve the goal.	-6.34225	-5.44155
49	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonX <br /> is thanked	0.7	0.067544361420347	PersonX achieves PersonY objective ## ## ## ## ## ## ## ## ##	en2en	gets thanked	xEffect	PersonX achieves PersonY objective  <xEffect_0>  <xEffect_1>  <xEffect_2>  <xEffect_3>  <xEffect_4>  <xEffect_5>  <xEffect_6>  <xEffect_7>  <extra_id_0>	49	0.4999999950000001	gets rewarded	gets rewarded	gets thanked	-6.0445400000000005	-5.44155
49	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to help PersonY <br /> to help persony	0.26	0.0	## PersonX achieves PersonY objective ##	en2en	to be helpful	xEffect	<xEffect>  PersonX achieves PersonY objective <extra_id_0>	49	0.0	gets rewarded	gets rewarded	to help PersonY	-5.60709	-5.44155
5	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> to be helpful <br /> to be thanked by PersonY	0.43	0.0	PersonX accepts PersonY invitation ## ## ## ## ## ##	en2en	happy	xIntent	PersonX accepts PersonY invitation  <xIntent_0>  <xIntent_1>  <xIntent_2>  <xIntent_3>  <xIntent_4>  <extra_id_0>	5	0.0	to gain person's friendship	to gain person's friendship	to be thanked by PersonY	-7.6188	-5.60039
5	custom	enfat5-large	mix-mix	unsup-gen	unwrapped-lstm	unfreezed	tr:1-ep:1-(0-45001)-361	2021-12-10-09:27	برای پذیرفتن شخص دیگری <br />برای دوست بودن <br />برای پذیرفتن شخصی	0.9	0.0440226866338089	## شخص ایکس دعوت شخص دیگری را می پذیرد ## ##	fa2fa	برای پذیرفتن شخص دیگری	xIntent	<xIntent>  شخص ایکس دعوت شخص دیگری را می پذیرد <gen_fa>  <extra_id_0>	5	0.3999999952000001	برای بدست آوردن دوستی یک شخص	برای بدست آوردن دوستی یک شخص	برای دوست بودن	-4.5808800000000005	-4.53587
5	custom	enfat5-large	mix-mix	unsup-wrap-lang	wrapped-lstm	freezed	tr:1-ep:1-(0-45001)-361	2021-12-10-14:21	برای جلب محبت دیگران <br />برای پذیرش شخص دیگری <br />برای پذیرش شخص دیگری.	0.64	0.0370185193802075	## ## ## ## ## شخص ایکس دعوت شخص دیگری را می پذیرد ## ## ## ## ## ##	fa2fa	برای جلب محبت دیگران	xIntent	<xIntent_0>  <xIntent_1>  <xIntent_2>  <xIntent_3>  <xIntent_4>  شخص ایکس دعوت شخص دیگری را می پذیرد <xIntent_fa_0>  <xIntent_fa_1>  <xIntent_fa_2>  <xIntent_fa_3>  <xIntent_fa_4>  <extra_id_0>	5	0.1999999952000001	برای بدست آوردن دوستی یک شخص	برای بدست آوردن دوستی یک شخص	برای جلب محبت دیگران	-4.62493	-4.53587
5	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets excited <br /> gets thanked <br /> PersonX gets thanked	0.39	0.0	PersonX accepts PersonY invitation ## ## ## ## ## ##	en2en	gets excited	xIntent	PersonX accepts PersonY invitation  <xIntent_0>  <xIntent_1>  <xIntent_2>  <xIntent_3>  <xIntent_4>  <extra_id_0>	5	0.0	to gain person's friendship	to gain person's friendship	gets thanked	-6.56765	-5.60039
5	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	angry <br /> to accept PersonY's invite <br /> PersonY is accepted	0.36	0.0	## PersonX accepts PersonY invitation ##	en2en	angry	xIntent	<xIntent>  PersonX accepts PersonY invitation <extra_id_0>	5	0.0	to gain person's friendship	to gain person's friendship	to accept PersonY's invite	-6.83953	-5.60039
50	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to achieve PersonY <br /> to achieve person Y <br /> to help persony	0.49	0.0372214575392242	PersonX achieves PersonY objective ## ## ## ## ## ##	en2en	to achieve PersonY	xIntent	PersonX achieves PersonY objective  <xIntent_0>  <xIntent_1>  <xIntent_2>  <xIntent_3>  <xIntent_4>  <extra_id_0>	50	0.2499999953125001	to succeed for their boss	to succeed for their boss	to achieve person Y	-4.15257	-7.23211
50	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonX <br /> PersonX gets thanked	0.24	0.0	PersonX achieves PersonY objective ## ## ## ## ## ##	en2en	gets thanked	xIntent	PersonX achieves PersonY objective  <xIntent_0>  <xIntent_1>  <xIntent_2>  <xIntent_3>  <xIntent_4>  <extra_id_0>	50	0.0	to succeed for their boss	to succeed for their boss	gets thanked	-7.55262	-7.23211
50	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to help persony <br /> to help PersonY	0.33	0.0372214575392242	## PersonX achieves PersonY objective ##	en2en	to be helpful	xIntent	<xIntent>  PersonX achieves PersonY objective <extra_id_0>	50	0.2499999953125001	to succeed for their boss	to succeed for their boss	to be helpful	-6.09324	-7.23211
51	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to achieve PersonY <br /> to achieve person Y <br /> to help persony	0.29	0.0519467286215556	PersonX achieves PersonY objective ## ## ## ## ## ##	en2en	to achieve PersonY	xNeed	PersonX achieves PersonY objective  <xNeed_0>  <xNeed_1>  <xNeed_2>  <xNeed_3>  <xNeed_4>  <extra_id_0>	51	0.2857142808163266	to get his permission	to get his permission	to help persony	-4.262919999999999	-5.41059
51	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonX <br /> is thanked	0.25	0.0	PersonX achieves PersonY objective ## ## ## ## ## ##	en2en	gets thanked	xNeed	PersonX achieves PersonY objective  <xNeed_0>  <xNeed_1>  <xNeed_2>  <xNeed_3>  <xNeed_4>  <extra_id_0>	51	0.0	to get his permission	to get his permission	gets thanked by PersonX	-6.22666	-5.41059
51	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to help PersonY <br /> to help persony	0.32	0.0519467286215556	## PersonX achieves PersonY objective ##	en2en	to be helpful	xNeed	<xNeed>  PersonX achieves PersonY objective <extra_id_0>	51	0.2857142808163266	to get his permission	to get his permission	to be helpful	-5.09834	-5.41059
52	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to achieve PersonY <br /> to achieve persony <br /> happy	0.45	0.0	PersonX achieves PersonY objective ## ## ## ## ## ##	en2en	to achieve PersonY	xReact	PersonX achieves PersonY objective  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	52	0.0	strong	strong	happy	-4.21582	-5.56347
52	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonX <br /> is thanked	0.25	0.0	PersonX achieves PersonY objective ## ## ## ## ## ##	en2en	gets thanked	xReact	PersonX achieves PersonY objective  <xReact_0>  <xReact_1>  <xReact_2>  <xReact_3>  <xReact_4>  <extra_id_0>	52	0.0	strong	strong	is thanked	-5.79125	-5.56347
52	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to help persony <br /> to help PersonY	0.35	0.0	## PersonX achieves PersonY objective ##	en2en	to be helpful	xReact	<xReact>  PersonX achieves PersonY objective <extra_id_0>	52	0.0	strong	strong	to be helpful	-5.37988	-5.56347
53	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	to achieve person Y <br /> to help PersonY <br /> to help persony	0.57	0.0	PersonX achieves PersonY objective ## ## ## ## ## ##	en2en	to achieve person Y	xWant	PersonX achieves PersonY objective  <xWant_0>  <xWant_1>  <xWant_2>  <xWant_3>  <xWant_4>  <extra_id_0>	53	0.0	show personY how	show personY how	to help persony	-4.90207	-7.19070
53	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets thanked <br /> gets thanked by PersonX <br /> is thanked	0.32	0.0	PersonX achieves PersonY objective ## ## ## ## ## ##	en2en	gets thanked	xWant	PersonX achieves PersonY objective  <xWant_0>  <xWant_1>  <xWant_2>  <xWant_3>  <xWant_4>  <extra_id_0>	53	0.0	show personY how	show personY how	gets thanked by PersonX	-7.40803	-7.19070
53	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to help PersonY <br /> to help persony	0.57	0.0	## PersonX achieves PersonY objective ##	en2en	to be helpful	xWant	<xWant>  PersonX achieves PersonY objective <extra_id_0>	53	0.0	show personY how	show personY how	to help persony	-5.5917900000000005	-7.19070
54	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	gets persony's interests. <br /> to make sure they are doing something. <br /> gets persony's interests	0.13	0.0	PersonX affects PersonY's interests ## ## ## ## ## ## ## ## ##	en2en	gets persony's interests	oEffect	PersonX affects PersonY's interests  <oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  <extra_id_0>	54	0.0	lose money	lose money	gets persony's interests	-4.70871	-5.97972
54	custom	enfat5-large	mix-mix	unsup-gen	unwrapped-lstm	unfreezed	tr:1-ep:1-(0-45001)-361	2021-12-10-09:27	از شخص ایکس تشکر می کند. <br /> به شخص ایکس نگاه می کند. <br /> به شخص ایکس می گوید که آن ها از این کار خوششان می آید.	0.13	0.0375934046415699	## شخص ایکس بر منافع شخص دیگری تأثیر می گذارد. ## ##	fa2fa	از شخص ایکس تشکر می کند	oEffect	<oEffect>  شخص ایکس بر منافع شخص دیگری تأثیر می گذارد. <gen_fa>  <extra_id_0>	54	0.1999999952000001	پول از دست دادن	پول از دست دادن	از شخص ایکس تشکر می کند.	-2.77799	-3.22938
54	custom	enfat5-large	mix-mix	unsup-wrap-lang	wrapped-lstm	freezed	tr:1-ep:1-(0-45001)-361	2021-12-10-14:21	به شخص ایکس نگاه می کند. <br /> به شخص ایکس نگاه می کند <br /> به شخص ایکس می گوید:	0.12	0.0	## ## ## ## ## ## ## ## شخص ایکس بر منافع شخص دیگری تأثیر می گذارد. ## ## ## ## ## ## ## ## ##	fa2fa	به شخص ایکس نگاه می کند	oEffect	<oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  شخص ایکس بر منافع شخص دیگری تأثیر می گذارد. <oEffect_fa_0>  <oEffect_fa_1>  <oEffect_fa_2>  <oEffect_fa_3>  <oEffect_fa_4>  <oEffect_fa_5>  <oEffect_fa_6>  <oEffect_fa_7>  <extra_id_0>	54	0.0	پول از دست دادن	پول از دست دادن	به شخص ایکس می گوید:	-2.20376	-3.22938
54	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	PersonX is influenced by PersonY's interests. <br /> PersonX is influenced by PersonY's interests <br /> PersonX is influenced by PersonY.	0.11	0.0	PersonX affects PersonY's interests ## ## ## ## ## ## ## ## ##	en2en	PersonX is influenced by PersonY's interests	oEffect	PersonX affects PersonY's interests  <oEffect_0>  <oEffect_1>  <oEffect_2>  <oEffect_3>  <oEffect_4>  <oEffect_5>  <oEffect_6>  <oEffect_7>  <extra_id_0>	54	0.0	lose money	lose money	PersonX is influenced by PersonY.	-3.8361699999999996	-5.97972
54	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to be helpful. <br /> gets to be helpful	0.2	0.0	## PersonX affects PersonY's interests ##	en2en	to be helpful	oEffect	<oEffect>  PersonX affects PersonY's interests <extra_id_0>	54	0.0	lose money	lose money	to be helpful	-6.4618199999999995	-5.97972
55	custom	enfat5-large	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-9000)-360	2021-12-06-17:25	happy <br /> to be helpful <br /> gets thanked	0.79	0.0	PersonX affects PersonY's interests ## ## ## ## ## ##	en2en	happy	oReact	PersonX affects PersonY's interests  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	55	0.0	helped	helped	to be helpful	-7.55	-7.59186
55	custom	enfat5-large	mix-mix	unsup-gen	unwrapped-lstm	unfreezed	tr:1-ep:1-(0-45001)-361	2021-12-10-09:27	سپاسگزارم. <br /> رضایت خاطر <br /> آسوده خاطر	0.62	0.0	## شخص ایکس بر منافع شخص دیگری تأثیر می گذارد. ## ##	fa2fa	سپاسگزارم	oReact	<oReact>  شخص ایکس بر منافع شخص دیگری تأثیر می گذارد. <gen_fa>  <extra_id_0>	55	0.0	کمک کرد	کمک کرد	رضایت خاطر	-3.50489	-3.52721
55	custom	enfat5-large	mix-mix	unsup-wrap-lang	wrapped-lstm	freezed	tr:1-ep:1-(0-45001)-361	2021-12-10-14:21	سپاسگزارم. <br /> خوشحال. <br /> خوشحال	0.5	0.0	## ## ## ## ## شخص ایکس بر منافع شخص دیگری تأثیر می گذارد. ## ## ## ## ## ##	fa2fa	سپاسگزارم	oReact	<oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  شخص ایکس بر منافع شخص دیگری تأثیر می گذارد. <oReact_fa_0>  <oReact_fa_1>  <oReact_fa_2>  <oReact_fa_3>  <oReact_fa_4>  <extra_id_0>	55	0.0	کمک کرد	کمک کرد	سپاسگزارم.	-3.50489	-3.52721
55	custom	enfat5-large-unsup-all	en-en	unsup-wrap	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-18:58-EVAL	gets hurt <br /> PersonX gets in trouble <br /> PersonX gets hurt	0.46	0.0	PersonX affects PersonY's interests ## ## ## ## ## ##	en2en	gets hurt	oReact	PersonX affects PersonY's interests  <oReact_0>  <oReact_1>  <oReact_2>  <oReact_3>  <oReact_4>  <extra_id_0>	55	0.0	helped	helped	gets hurt	-7.089580000000001	-7.59186
55	custom	enfat5-large-unsup-wrap-all	en-en	unsup	wrapped-emb	freezed	tr:1-ep:1-(0-0)-360	2021-12-06-20:34-EVAL	to be helpful <br /> to be in control of PersonY's attention. <br /> to be in control of PersonY's attention	0.79	0.0	## PersonX affects PersonY's interests ##	en2en	to be helpful	oReact	<oReact>  PersonX affects PersonY's interests <extra_id_0>	55	0.0	helped	helped	to be helpful	-6.8345	-7.59186
