target_text_fa	target_text	prefix	input_text
خوشحال	happy	xReact	PersonX plays with PersonY's friends
دوش بگیرید	take a shower	xWant	PersonX plays with PersonY's friends
خوشحال	happy	oReact	PersonX plays with PersonY's hair
علاقه مند	interested	xAttr	PersonX plays with PersonY's hair
تا دست هایشان را مشغول کنند.	to keep their hands busy.	xIntent	PersonX plays with PersonY's hair
آسوده خاطر.	comforted.	xReact	PersonX plays with PersonY's hair
دست هایش را بشوید	wash his hands	xWant	PersonX plays with PersonY's hair
با او روبرو شوم.	be confronted	xNeed	PersonX pleads PersonX's cause
برای شکایت کردن	to complain	xWant	PersonX pleads PersonX's cause
سپاسگزارم.	grateful	oReact	PersonX pleads PersonY's case
سخاوتمند	generous	xAttr	PersonX pleads PersonY's case
برای دفاع از شما	to defend y	xIntent	PersonX pleads PersonY's case
به مدرسه حقوق برو	go to law school	xNeed	PersonX pleads PersonY's case
سقوط کننده	noble	xReact	PersonX pleads PersonY's case
سپاسگزار.	grateful.	oReact	PersonX pleases PersonX's father
سخت کوش	hardworking	xAttr	PersonX pleases PersonX's father
برای مهربانی کردن	to be kind	xIntent	PersonX pleases PersonX's father
تا نمره خوبی بگیریم	to make a good grade	xNeed	PersonX pleases PersonX's father
متواضع.	humble.	xReact	PersonX pleases PersonX's father
برای اینکه به نوبت خشنود شویم	to be pleased in turn	xWant	PersonX pleases PersonY best
مغرور	proud	oReact	PersonX pleases PersonY better
دانشمند	knowledgeable	xAttr	PersonX pleases PersonY better
برای قدردانی	to be appreciated	xIntent	PersonX pleases PersonY better
برای برنامه ریزی در این مورد	to plan about it	xNeed	PersonX pleases PersonY better
برای تشکر	TO THANK	xWant	PersonX pleases PersonY better
محتویات	content	xReact	PersonX pleases PersonY much
رضایت خاطر	satisfied	oReact	PersonX pleases PersonY's father
قوی	strong	xAttr	PersonX pleases PersonY's father
برای خوشحال کردن دیگران	to make someone else happy	xIntent	PersonX pleases PersonY's father
برای صحبت کردن با آنها	To talk to them	xNeed	PersonX pleases PersonY's father
مهم و مفید	important and helpful	xReact	PersonX pleases PersonY's father
برای بیرون بردن ای برای شام	To take Y out for dinner	xWant	PersonX pleases PersonY's father
خوشحالم.	pleased	oReact	PersonX pleases PersonY's partner
کلاهبردار!	cheater	xAttr	PersonX pleases PersonY's partner
تا تاثیر خوبی بگذارد	to make a good impression	xIntent	PersonX pleases PersonY's partner
برای صحبت کردن خوب	to speak well	xNeed	PersonX pleases PersonY's partner
مغرور	proud	xReact	PersonX pleases PersonY's partner
برای فرستادن یک ایمیل به شخصی	to send PersonY an email	xWant	PersonX pleases PersonY's partner
خوشحال	happy	oReact	PersonX pleases every ___
باهوش	clever	xAttr	PersonX pleases every ___
مهربانی نشان دهید	show kindness	xIntent	PersonX pleases every ___
برای انجام کاری	to do something	xNeed	PersonX pleases every ___
خوشحال	happy	xReact	PersonX pleases every ___
درباره کارش حرف بزند	talk about his deed	xWant	PersonX pleases every ___
آسوده خاطر	relieved	oReact	PersonX pleases forgive PersonY
خوب است.	nice	xAttr	PersonX pleases forgive PersonY
برای بخشیدن	to be forgiving	xIntent	PersonX pleases forgive PersonY
خوشحال	happy	xReact	PersonX pleases forgive PersonY
برای برقراری ارتباط	to reconnect	xWant	PersonX pleases forgive PersonY
به سوال ها فکر کنید	think of questions	xNeed	PersonX plies PersonY with questions
برای بدست آوردن اطلاعات	to get information	xWant	PersonX plies PersonY with questions
از داشتن یک دوست خوب سپاسگزارم.	grateful to have a good friend	oReact	PersonX plies PersonY's trade
کنجکاو	curious	xAttr	PersonX plies PersonY's trade
تا از دوستش حمایت کند	to be supportive of his friend	xIntent	PersonX plies PersonY's trade
از شخصی بخواهد که این کار را انجام دهد.	to ask PersonY to do it.	xNeed	PersonX plies PersonY's trade
خسته، اما به خود افتخار می کند.	tired, but proud of himself	xReact	PersonX plies PersonY's trade
دیگر از دست نرفته است.	no longer lost	oReact	PersonX points PersonY in the direction
ملاحظه کنید	considerate	xAttr	PersonX points PersonY in the direction
برای کمک به آنها به جایی که می خواهند بروند	to help y get to where they're going	xIntent	PersonX points PersonY in the direction
برای صحبت با شخصی	to talk to PersonY	xNeed	PersonX points PersonY in the direction
کمک کننده	helpful	xReact	PersonX points PersonY in the direction
غافلگیر شده بود.	surprised	oReact	PersonX points PersonY's finger
یک معلم	a teacher	xAttr	PersonX points PersonY's finger
برای آگاهی از چیزی	to alert something	xIntent	PersonX points PersonY's finger
برای تهدید کردن شخصی	to be threatening PersonY	xNeed	PersonX points PersonY's finger
تا به شخصی بگوید که باید آنجا را ترک کند.	to tell PersonY that they should leave	xWant	PersonX points PersonY's finger
تهدید شده است	threatened	oReact	PersonX points a gun
رضایت خاطر	satisfied	xReact	PersonX points a gun
برای شلیک کردن اسلحه	to shoot the gun	xWant	PersonX points a gun
وحشت زده	frightened	oReact	PersonX points a gun at PersonY
برتر از همه	dominant	xAttr	PersonX points a gun at PersonY
تمام قدرت را در اختیار داشته باشم	to have all the power	xIntent	PersonX points a gun at PersonY
برای بیرون کشیدن اسلحه.	to pull a gun out.	xNeed	PersonX points a gun at PersonY
قدرتمند	powerful	xReact	PersonX points a gun at PersonY
برای تیراندازی به شخص ای.	to shoot Person Y.	xWant	PersonX points a gun at PersonY
عضلانی	brazen	xAttr	PersonX points fingers
برای سرزنش کردن یک نفر	to blame someone	xIntent	PersonX points fingers
به آنها نشان بده.	Show them it.	xNeed	PersonX points fingers
آسوده خاطر	relieved	xReact	PersonX points fingers
به آنها التماس کن متوقف شوند.	Yell at them to stop.	xWant	PersonX points fingers
دردمند	pained	oReact	PersonX pokes PersonY's eye out
انتقام جو.	vengeful.	xAttr	PersonX pokes PersonY's eye out
برای آزار رساندن به دیگران	to annoy persony	xIntent	PersonX pokes PersonY's eye out
به پسره نزدیک شوید.	get close to PesronY	xNeed	PersonX pokes PersonY's eye out
عذرخواهی کنید	apologize	xWant	PersonX pokes PersonY's eye out
آزرده خاطر	annoyed	oReact	PersonX pokes PersonY's head
گزینش	Picking	xAttr	PersonX pokes PersonY's head
تا توجه او را به خود جلب کند.	to get his attention.	xIntent	PersonX pokes PersonY's head
تهدیدآمیز.	attentive.	xReact	PersonX pokes PersonY's head
قابل تحسین	appreciated	oReact	PersonX politely asked
ملاحظه کنید	considerate	xAttr	PersonX politely asked
که بخواهد این را به شکل مهربانانه ای بگوید	to want to say it in a kind way	xNeed	PersonX politely asked
خوش رفتار	well mannered	xReact	PersonX politely asked
تا درباره چیزهای دیگر هم صحبت کنیم.	to talk about other things as well	xWant	PersonX politely asked
مثل اینکه شاید به نفع شما باشد.	like maybe it's for the best	oReact	PersonX politely declined
مستقل از دیگران	independent	xAttr	PersonX politely declined
بنابراین با کمی احترام بیگانگی خود را نشان دهید	so show disinterest with a bit of respect	xIntent	PersonX politely declined
برای برقراری ارتباط.	to make contact.	xNeed	PersonX politely declined
کمی گناهکار	a bit guilty	xReact	PersonX politely declined
برای ماندن در خانه و استراحت کردن.	to stay home and relax.	xWant	PersonX politely declined
خوشحال	happy	oReact	PersonX pops PersonY's cherry
شهوت انگیز	erotic	xAttr	PersonX pops PersonY's cherry
برای ارضای گرسنگیش	to satisfy his hunger	xIntent	PersonX pops PersonY's cherry
برای فریب دادن شخصی به نام Y	to seduce person Y	xNeed	PersonX pops PersonY's cherry
تمام شده؟	accomplished?	xReact	PersonX pops PersonY's cherry
برای کشمکش کردن	to snuggle	xWant	PersonX pops PersonY's cherry
آغشته به موم	humiliated	oReact	PersonX pops PersonY's head
شجاعانه	bold	xAttr	PersonX pops PersonY's head
مجازات	punishing	xIntent	PersonX pops PersonY's head
برای روبرو شدن با شخصی	to confront PersonY	xNeed	PersonX pops PersonY's head
حل نشده	unresolved	xReact	PersonX pops PersonY's head
برای فرار از آن محل	to run away from the spot	xWant	PersonX pops PersonY's head
تا آن را برای زمانی مناسب تر به تأخیر بیندازد.	to delay it for a more convenient time	xIntent	PersonX postpones the test
در کلاس حاضر شوید	attend class	xNeed	PersonX postpones the test
آسوده خاطر	relieved	xReact	PersonX postpones the test
تا وقت بیشتری برای مطالعه داشته باشیم	to have more time to study	xWant	PersonX postpones the test
خوشحال از اینکه خبر جدید را می بینیم	happy to see the update	oReact	PersonX posts ___ on facebook
جامعه ای	social	xAttr	PersonX posts ___ on facebook
توجه	attention	xIntent	PersonX posts ___ on facebook
اینترنت را باز کنید	open the Internet browser	xNeed	PersonX posts ___ on facebook
برای نظر دادن به عکس ها	to comment on pictures	xWant	PersonX posts ___ on facebook
وحشت زده	terrified	oReact	PersonX pounds PersonY's husband
بسیار خشونت آمیز	violent	xAttr	PersonX pounds PersonY's husband
خشونت آمیز بودن	to be violent	xIntent	PersonX pounds PersonY's husband
عصبانی	angry	xReact	PersonX pounds PersonY's husband
هیجان زده	excited	oReact	PersonX pours PersonY a glass
سخاوتمند	generous	xAttr	PersonX pours PersonY a glass
برای گرفتن لیوان	to grab the glass	xNeed	PersonX pours PersonY a glass
خوشحال	happy	xReact	PersonX pours PersonY a glass
شیشه ذره بین با شخصیت	clink glass with persony	xWant	PersonX pours PersonY a glass
خوشحال هم هستم.	happy too.	oReact	PersonX preaches ___ to the poor
مذهبی	religious	xAttr	PersonX preaches ___ to the poor
برای پخش کردن کلام خداوند	to spread the word of god	xIntent	PersonX preaches ___ to the poor
برای پیدا کردن فقرا	to find the poor	xNeed	PersonX preaches ___ to the poor
به اعتقادات خود وفادار است.	faithful to his beliefs	xReact	PersonX preaches ___ to the poor
برای کمک به فقرا	to help the poor	xWant	PersonX preaches ___ to the poor
دوست داشتم	loved	oReact	PersonX preaches the ___ to the poor
یک نوازشگر	a caregiver	xAttr	PersonX preaches the ___ to the poor
برای کمک کردن	to be helpful	xIntent	PersonX preaches the ___ to the poor
برای یادداشت برداشتن	to make notes	xNeed	PersonX preaches the ___ to the poor
دوست داشتم	loved	xReact	PersonX preaches the ___ to the poor
برای کمک به آن ها	to help them	xWant	PersonX preaches the ___ to the poor
بالا برده شده	uplifted	oReact	PersonX preaches the gospel to every creature
احساساتي	passionate	xAttr	PersonX preaches the gospel to every creature
ثروتمند	wealthy	xIntent	PersonX preaches the gospel to every creature
یک دماغه پیدا کنید	find a creaature	xNeed	PersonX preaches the gospel to every creature
موفقیت	achievement	xReact	PersonX preaches the gospel to every creature
برای درس دادن	to teach	xWant	PersonX preaches the gospel to every creature
بدون تغییر.	indifferent.	oReact	PersonX preaches to deaf ears
احمقانه است!	stupid	xAttr	PersonX preaches to deaf ears
برای متقاعد کردن یک نفر.	to persuade someone.	xIntent	PersonX preaches to deaf ears
تا انجیلش را پیدا کند	to look for his Bible	xNeed	PersonX preaches to deaf ears
بی فایده است.	useless	xReact	PersonX preaches to deaf ears
دیوانه شو	get mad	xWant	PersonX preaches to deaf ears
غمگین	sad	oReact	PersonX preaches to the choir
اضافی	redundant	xAttr	PersonX preaches to the choir
برای اثبات نکته ای	to prove a point	xIntent	PersonX preaches to the choir
برای فراخوان یک جلسه	to call for a meeting	xNeed	PersonX preaches to the choir
تمام شده.	drained.	xReact	PersonX preaches to the choir
برای رفتن به خانه	to go home	xWant	PersonX preaches to the choir
سپاسگزار	thankful	oReact	PersonX prepares ___ for college
آگهی دهنده	informative	xAttr	PersonX prepares ___ for college
برای انجام وظیفه اش	to do his duty	xIntent	PersonX prepares ___ for college
برای تعیین مسیر عملیات	to figure out course of action	xNeed	PersonX prepares ___ for college
او به خوبی مطالعه می کند	he is well study	xReact	PersonX prepares ___ for college
برای کمک کردن	to help	xWant	PersonX prepares ___ for college
غمگین	sad	oReact	PersonX prepares ___ for life
عکس العملی	Proactive	xAttr	PersonX prepares ___ for life
او برای امتحان آماده است.	he is prepares to exam	xIntent	PersonX prepares ___ for life
تجهیزات لازم را تهیه کنید	get the necessary supplies	xNeed	PersonX prepares ___ for life
احساس	feeling	xReact	PersonX prepares ___ for life
برای کمک به دیگران	to help others	xWant	PersonX prepares ___ for life
کارها باید درست پیش برود	things to go right	xIntent	PersonX prepares all week
وظیفه ای را به عهده بگیرید	get assigned a task	xNeed	PersonX prepares all week
تصمیم گرفته شده	determined	xReact	PersonX prepares all week
برای انجام وظیفه	to do the task	xWant	PersonX prepares all week
خوشحالند که پدرشان را در زندگی دارند	glad to have their father in their life	oReact	PersonX prepares dinner
بالغ شدن	mature	xAttr	PersonX prepares dinner
برای خوردن	to eat	xIntent	PersonX prepares dinner
برای رفتن به مغازه	to go to the store	xNeed	PersonX prepares dinner
رضایت خاطر	satisfied	xReact	PersonX prepares dinner
سپاسگزارم.	grateful	oReact	PersonX prepares for PersonY emergency
خوب آماده شده	well-prepared	xAttr	PersonX prepares for PersonY emergency
برای آماده شدن برای بدترین چیزها.	to be ready for the worst.	xIntent	PersonX prepares for PersonY emergency
تا وظایف خود را انجام دهد	to carry out duties	xWant	PersonX prepares for PersonY emergency
به آن گوش می داد	listened to	oReact	PersonX presents PersonY account
کمک کننده	helpful	xAttr	PersonX presents PersonY account
تا مراقب حساب شخصی باشم.	to keep an eye on PersonY's account	xNeed	PersonX presents PersonY account
جامعه شناسانه آگاه	socially aware	xReact	PersonX presents PersonY account
تا شخصیت کسی را تحسین کند	to praise persony to someone	xWant	PersonX presents PersonY account
حفاظت شده، ایمن	protected, secure	oReact	PersonX presents PersonY's case
آموخته	learned	xAttr	PersonX presents PersonY's case
بر دیگران در مورد پرونده شخصی تأثیر بگذارد.	influence others about persony's case	xIntent	PersonX presents PersonY's case
برای مطالعه پرونده شخص ای	to study Person Y's case	xNeed	PersonX presents PersonY's case
وفادار، خوب	loyal, good	xReact	PersonX presents PersonY's case
تا استدلال های متضاد را بشنود	to hear opposing arguments	xWant	PersonX presents PersonY's case
خوشایند است.	pleasant	oReact	PersonX presents a ___ to the world
باز کردن	open	xAttr	PersonX presents a ___ to the world
هدیه	gift	xIntent	PersonX presents a ___ to the world
چیزی را پنهان کنید	hide something	xNeed	PersonX presents a ___ to the world
خوشحال	happy	xReact	PersonX presents a ___ to the world
تا خوب به نظر برسد	to look good	xWant	PersonX presents a ___ to the world
سپاسگزار	thankful	oReact	PersonX preserves PersonY's identity
ناقلا	dutiful	xAttr	PersonX preserves PersonY's identity
برای یادآوری	to remember	xIntent	PersonX preserves PersonY's identity
دروغ گفتن برای شخصی	to lie for PersonY	xNeed	PersonX preserves PersonY's identity
خوشحال	happy	xReact	PersonX preserves PersonY's identity
برای رفتن به خانه	to go home	xWant	PersonX preserves PersonY's identity
تحسین آمیز	appreciative	oReact	PersonX preserves PersonY's life
با اراده	willful	xAttr	PersonX preserves PersonY's life
برای ادامه زندگی	y to keep on living	xIntent	PersonX preserves PersonY's life
برای نزدیک شدن به شخصی	to approach PersonY	xNeed	PersonX preserves PersonY's life
مثل اینکه کار مهمی انجام داده اند	like they did something important	xReact	PersonX preserves PersonY's life
برای خبر کردن یک پزشک	to call a doctor	xWant	PersonX preserves PersonY's life
آسوده خاطر	relieved	oReact	PersonX presses PersonY's ___ together
دوست داشتن	loving	xAttr	PersonX presses PersonY's ___ together
برای کمک به شخص دیگر	to help the other person	xIntent	PersonX presses PersonY's ___ together
داشتن یک دختر عاشق پیشه	to have a romantic girl	xNeed	PersonX presses PersonY's ___ together
خجالت زده	ashamed	xReact	PersonX presses PersonY's ___ together
برای کمک به ای	To assist Y	xWant	PersonX presses PersonY's ___ together
ترسان	scared	oReact	PersonX presses PersonY's body
دوست داشتن	loving	xAttr	PersonX presses PersonY's body
برای معاینه شخص	to examine the person	xIntent	PersonX presses PersonY's body
برای نزدیک شدن به Y	To get close to Y	xNeed	PersonX presses PersonY's body
تحت کنترل	in control	xReact	PersonX presses PersonY's body
برای آغوش گرفتن با Y	To cuddle with Y	xWant	PersonX presses PersonY's body
شخصی که درد را احساس کند	person to feel pain	xIntent	PersonX presses PersonY's fingers
تصمیم به لمس انگشتان خود بگیرند	to decide to touch their fingers	xNeed	PersonX presses PersonY's fingers
مثل یک قلدر	like a bully	xReact	PersonX presses PersonY's fingers
تا بفهمند چه چیزی باعث شده انگشت هایشان را لمس کنند	to figure out whatever made them touch their fingers	xWant	PersonX presses PersonY's fingers
خوشحال	happy	oReact	PersonX presses PersonY's lips
پرخاشگر	aggressive	xAttr	PersonX presses PersonY's lips
مهربان	affectionate	xIntent	PersonX presses PersonY's lips
شخص مطبوعاتی	press person	xNeed	PersonX presses PersonY's lips
سرخ و برافروخته	fuzzy	xReact	PersonX presses PersonY's lips
مختل نشده است.	not disturbed.	oReact	PersonX presses PersonY's lips together
مهربان	Affectionate	xAttr	PersonX presses PersonY's lips together
شخصی که ساکت بماند	person to keep quiet	xIntent	PersonX presses PersonY's lips together
برای اینکه ببینم شخص ای چقدر احمق به نظر می رسد.	to see how silly Person Y looks.	xWant	PersonX presses PersonY's lips together
خواسته شده	desired	oReact	PersonX presses ___ to PersonY's lips
لمس کردنی و احساسی	touchy feely	xAttr	PersonX presses ___ to PersonY's lips
برای نزدیک شدن به شخصی	to be close to PersonY	xNeed	PersonX presses ___ to PersonY's lips
خوشحال	happy	xReact	PersonX presses ___ to PersonY's lips
برای بوسیدن تو	to kiss y	xWant	PersonX presses ___ to PersonY's lips
دستگیر شده	caught	oReact	PersonX presses charges
شجاع	brave	xAttr	PersonX presses charges
از خودشان محافظت کنند	protect themselves	xIntent	PersonX presses charges
تا بفهمم چه اتفاقی افتاده است.	to know what happened	xNeed	PersonX presses charges
محافظت شده	protected	xReact	PersonX presses charges
برای مجازات گناهی که مرتکب شده ام	to get compensated for the wrong-doing	xWant	PersonX presses charges
استحکام یافته	reinforced	oReact	PersonX presses home PersonY's ___
دنبال کننده	Follower	xAttr	PersonX presses home PersonY's ___
برای خوشایند شخصی که	to please person y	xIntent	PersonX presses home PersonY's ___
تسهیل نقشه	facilitate the plan	xNeed	PersonX presses home PersonY's ___
پشتیبان کننده	supportive	xReact	PersonX presses home PersonY's ___
به موفقیت دست پیدا کردن	achieve success	xWant	PersonX presses home PersonY's ___
خوب است.	good	oReact	PersonX presses home the ___
سرزنش شده	Concerned	xAttr	PersonX presses home the ___
برای اطمینان از اینکه اطلاعات در دسترس باشد	to make sure that the information gets communicated	xIntent	PersonX presses home the ___
برای درک مشکل	to understand the problem	xNeed	PersonX presses home the ___
خوب است.	good	xReact	PersonX presses home the ___
یک مزیت	an advantage	xWant	PersonX presses home the ___
بار کار	workload	oReact	PersonX presses upon PersonY
پرخاشگر	aggressive	xAttr	PersonX presses upon PersonY
برای تکمیل سریع کار	to complete the work quickly	xIntent	PersonX presses upon PersonY
برای نزدیک شدن به ای	to be near Y	xNeed	PersonX presses upon PersonY
تنش	tension	xReact	PersonX presses upon PersonY
برای غلبه بر ای.	to overpower Y	xWant	PersonX presses upon PersonY
خوشحال	happy	oReact	PersonX pretends to like it
سایه دار	shady	xAttr	PersonX pretends to like it
برای خوشحال کردن دیگران	to make others happy	xIntent	PersonX pretends to like it
تا کسی را تحت تأثیر قرار دهد	to have someone to impress	xNeed	PersonX pretends to like it
مهربان	kind	xReact	PersonX pretends to like it
برای خوشحال کردن دیگران	to make others happy	xWant	PersonX pretends to like it
سپاسگزار	thankful	oReact	PersonX prevents PersonY attack
قوی	strong	xAttr	PersonX prevents PersonY attack
برای نجات شهر	to save thw city	xIntent	PersonX prevents PersonY attack
او بر سرش تف می اندازد	He spies on him	xNeed	PersonX prevents PersonY attack
مثل یک رئیس	like a boss	xReact	PersonX prevents PersonY attack
اطمینان از امنیت محیط برای کد ۴	ensure the environment is safe for code 4	xWant	PersonX prevents PersonY attack
تا بتواند نقش خود را ایفا کند.	to be able to do his role.	xIntent	PersonX prevents PersonY attempt
برای این که دروازه بان بشود	to become the goalie	xNeed	PersonX prevents PersonY attempt
خوشحال از انجام وظیفه اش.	happy for accomplishing his task.	xReact	PersonX prevents PersonY attempt
مشتش را در هوا بلند کند	to raise his fist in the air	xWant	PersonX prevents PersonY attempt
ناراحت	upset	oReact	PersonX prevents PersonY from becoming
منظورم این است که	mean	xAttr	PersonX prevents PersonY from becoming
یک نفر را از بهتر شدن باز دارد	stop someone from being better	xIntent	PersonX prevents PersonY from becoming
برای رسیدن به کلاس ایکس	to be in same class as Y	xNeed	PersonX prevents PersonY from becoming
موفقیت آمیز	successful	xReact	PersonX prevents PersonY from becoming
خوشبخت	lucky	oReact	PersonX prevents PersonY from falling
حفاظت کننده	protective	xAttr	PersonX prevents PersonY from falling
جلوگیری کردن از	to be prevents	xIntent	PersonX prevents PersonY from falling
چند کلمه آرام بخش بگو	say some relaxing wordds	xWant	PersonX prevents PersonY from falling
خوشحال	happy	oReact	PersonX prevents PersonY from going
کله شق	stubborn	xAttr	PersonX prevents PersonY from going
برای صحبت با شخصی	to talk to PersonY	xNeed	PersonX prevents PersonY from going
خوشحال و مغرور	happy and proud himselves	xReact	PersonX prevents PersonY from going
تا به مردم بگوید که چقدر به آن ها نیاز دارند.	to tell PersonY how much they need them	xWant	PersonX prevents PersonY from going
عصبانی	angry	oReact	PersonX prevents PersonY from leaving
سرزنش شده	Concerned	xAttr	PersonX prevents PersonY from leaving
برای کنترل کردن	to be in control	xIntent	PersonX prevents PersonY from leaving
تا چکمه هایش را لغو کند	to cancel his tixkets	xNeed	PersonX prevents PersonY from leaving
برتر	superior	xReact	PersonX prevents PersonY from leaving
برای استراحت کردن	to hangout	xWant	PersonX prevents PersonY from leaving
رنجیده خاطر	dissapointed	oReact	PersonX prevents PersonY from making
برتر از همه	dominant	xAttr	PersonX prevents PersonY from making
آن ها را از ساختن چیزی باز دارد	stop them from making something	xIntent	PersonX prevents PersonY from making
برای درک اینکه شخصی چه می کند	to understand what PersonY is doing	xNeed	PersonX prevents PersonY from making
رضایت خاطر	satisfied	xReact	PersonX prevents PersonY from making
احساس برتری کردن	to feel superior	xWant	PersonX prevents PersonY from making
تحت فشار قرار گرفته	constrained	oReact	PersonX prevents PersonY from reaching
پرخاشگر	aggressive	xAttr	PersonX prevents PersonY from reaching
برای دوری از چیزی	to keep persony away from something	xIntent	PersonX prevents PersonY from reaching
برای مسدود کردن بازوی ای	to block Y's arm	xNeed	PersonX prevents PersonY from reaching
موفقیت آمیز	successful	xReact	PersonX prevents PersonY from reaching
می بیند که آن ها چگونه واکنش نشان می دهند	sees how they react	xWant	PersonX prevents PersonY from reaching
ترسان	scared	oReact	PersonX prevents PersonY from seeing
دفاعی	defensive	xAttr	PersonX prevents PersonY from seeing
تا از دیدن چیزی جلوگیری کند.	to prevent a person from seeing something	xIntent	PersonX prevents PersonY from seeing
در مقابل شخص ای بایستید.	stand in front of Person Y	xNeed	PersonX prevents PersonY from seeing
ترسان	scared	xReact	PersonX prevents PersonY from seeing
برای جدا شدن از دیگران	to disapear	xWant	PersonX prevents PersonY from seeing
سپاسگزارم.	grateful	oReact	PersonX prevents PersonY from using
مواظب باش	careful	xAttr	PersonX prevents PersonY from using
اعتیاد برای متوقف کردن	the addiction to stop	xIntent	PersonX prevents PersonY from using
برای اینکه در امان بماند	to get it to be safe	xNeed	PersonX prevents PersonY from using
سپاسگزار	thankful	xReact	PersonX prevents PersonY from using
تا قوانین بیشتری برقرار کنند	to establish more rules	xWant	PersonX prevents PersonY from using
غمگین	sad	oReact	PersonX prevents PersonY possibility
برتر از همه	dominant	xAttr	PersonX prevents PersonY possibility
برای اینکه بدجنس باشم	to be mean	xIntent	PersonX prevents PersonY possibility
برای ایجاد یک مانع	to create a barrier	xNeed	PersonX prevents PersonY possibility
گناهکار	guilty	xReact	PersonX prevents PersonY possibility
تا برتری خود را حفظ کند	to keep upperhand	xWant	PersonX prevents PersonY possibility
گوشه گیر.	resentful.	oReact	PersonX prevents PersonY's use
توهین آمیز	abusive	xAttr	PersonX prevents PersonY's use
برای کنترل	to control	xIntent	PersonX prevents PersonY's use
تا راهی برای متوقف کردن شخص ای پیدا کند.	to find a way to stop Person Y.	xNeed	PersonX prevents PersonY's use
تحت کنترل	in control	xReact	PersonX prevents PersonY's use
عصبانی	angry	xWant	PersonX prevents PersonY's use
از اینکه آن ها را نادیده می گیرند رنجیده اند.	annoyed that they are neglected.	oReact	PersonX prevents ___ from acquiring
مهارتمند	skillful	xAttr	PersonX prevents ___ from acquiring
برای دوری از زنان در مزرعه.	to avoid women in the field.	xIntent	PersonX prevents ___ from acquiring
برای ابداع یک استراتژی	to devise a strategy	xNeed	PersonX prevents ___ from acquiring
از مراقبت از امنیت زنان خشنود است.	satisfied about caring for the safety of women.	xReact	PersonX prevents ___ from acquiring
برای پیروزی در یک جنگ	to win a battle	xWant	PersonX prevents ___ from acquiring
شکست خورده	defeated	oReact	PersonX prevents ___ from gaining
حفاظت کننده	Protective	xAttr	PersonX prevents ___ from gaining
برای کمک کردن	to be helpful	xIntent	PersonX prevents ___ from gaining
تا در مسابقه شرکت کند	to be in competition	xNeed	PersonX prevents ___ from gaining
قهرمان صفت	heroic	xReact	PersonX prevents ___ from gaining
برای دفاع از تیمش	to defense for his team	xWant	PersonX prevents ___ from gaining
محدود	limited	oReact	PersonX prevents ___ from getting
محدود کننده	Restrictive	xAttr	PersonX prevents ___ from getting
برای محکوم کردن	to impede	xIntent	PersonX prevents ___ from getting
یک باریج درست کنید	make a barricade	xNeed	PersonX prevents ___ from getting
قوی	strong	xReact	PersonX prevents ___ from getting
وسایل نقلیه	tackle	xWant	PersonX prevents ___ from getting
محفوظ نگه داشته شده	secured	oReact	PersonX prevents ___ from happening
آدم پرمشغله	busybody	xAttr	PersonX prevents ___ from happening
تا از آن ها محافظت کند	to protect them	xIntent	PersonX prevents ___ from happening
برای اینکه بدانم چگونه جلوی آن را بگیرم	to know how to stop it	xNeed	PersonX prevents ___ from happening
محفوظ نگه داشته شده	secured	xReact	PersonX prevents ___ from happening
تا مطمئن شویم همه در امان هستند	to make sure everyone is safe	xWant	PersonX prevents ___ from happening
مداخله کننده	interfereing	oReact	PersonX prevents ___ from interfering
حفاظت کننده	Protective	xAttr	PersonX prevents ___ from interfering
مستقل بودن	to be independent	xIntent	PersonX prevents ___ from interfering
برای داشتن علاقه به یک کشمکش	to Have an interest in a conflict	xNeed	PersonX prevents ___ from interfering
قوی	strong	xReact	PersonX prevents ___ from interfering
تا قدرت خود را نشان دهد	to show power	xWant	PersonX prevents ___ from interfering
آزرده خاطر	irritated	oReact	PersonX prevents ___ from leaving
شجاعانه	bold	xAttr	PersonX prevents ___ from leaving
دیگران کارشان را تمام کنند	others to finish their work	xIntent	PersonX prevents ___ from leaving
برای ایستادگی در سر راه	to stand in the way	xNeed	PersonX prevents ___ from leaving
رئیس مآبانه	bossy	xReact	PersonX prevents ___ from leaving
تا بفهمند که آن ها واقعا دنبال چه هستند.	to find out what they are really after	xWant	PersonX prevents ___ from leaving
متصدی ورود و خروج	inferior	oReact	PersonX prevents ___ from obtaining
باهوش	smart	xAttr	PersonX prevents ___ from obtaining
برای متوقف کردن چیزی	to stop something	xIntent	PersonX prevents ___ from obtaining
برای پنهان کردن گنج	to hide the treasure	xNeed	PersonX prevents ___ from obtaining
حکمفرما	authoritative	xReact	PersonX prevents ___ from obtaining
تا گنج را به مکان جدیدی منتقل کنند	to move the treasure to a new location	xWant	PersonX prevents ___ from obtaining
کنجکاو	curious	oReact	PersonX prevents ___ from seeing
مواظب باش	careful	xAttr	PersonX prevents ___ from seeing
تا از آن ها محافظت کند	to protect them	xIntent	PersonX prevents ___ from seeing
تا چیزی داشته باشند که آنها نباید ببینند	to have something they shouldn't see	xNeed	PersonX prevents ___ from seeing
حفاظت کننده	protective	xReact	PersonX prevents ___ from seeing
تا بعضی از مردم را گمراه کند	to mislead some people	xWant	PersonX prevents ___ from seeing
تا از اتفاقات بد که برای زنان می افتد محفوظ بمانیم.	to keep something bad from happening to females	xIntent	PersonX prevents ___ in women
رتبه	degree	xNeed	PersonX prevents ___ in women
