	Unnamed: 0	Unnamed: 0.1	Unnamed: 0.1.1	Unnamed: 0.1.1.1	Unnamed: 0.1.1.1.1	Unnamed: 0.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	Unnamed: 0.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1.1	index	prefix	input_text	target_text	input_text_fa	target_text_fa	natural	natural_fa	natural_input_text_en	natural_target_text	natural_input_text_fa	natural_target_text_fa
26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	4468	4468	xIntent	PersonX resumes PersonX's work	to accomplish	PersonX کار PersonX را از سر می گیرد	به پایان رساندن	PersonX resumes PersonX's work. PersonX intends to accomplish	PersonX کار PersonX را از سر می گیرد. PersonX قصد دارد این کار را انجام دهد	PersonX resumes PersonX's work	 PersonX intends to accomplish	PersonX کار PersonX را از سر می گیرد	 PersonX قصد دارد این کار را انجام دهد
27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	27	4469	4469	xIntent	PersonX resumes PersonX's work	to get work done	PersonX کار PersonX را از سر می گیرد	برای انجام کار	PersonX resumes PersonX's work. PersonX intends to get work done	PersonX کار PersonX را از سر می گیرد. PersonX قصد دارد کار خود را انجام دهد	PersonX resumes PersonX's work	 PersonX intends to get work done	PersonX کار PersonX را از سر می گیرد	 PersonX قصد دارد کار خود را انجام دهد
28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	4470	4470	xIntent	PersonX resumes PersonX's work	to be productive	PersonX کار PersonX را از سر می گیرد	مولد بودن	PersonX resumes PersonX's work. PersonX intends to be productive	PersonX کار PersonX را از سر می گیرد. PersonX قصد دارد مثمر ثمر باشد	PersonX resumes PersonX's work	 PersonX intends to be productive	PersonX کار PersonX را از سر می گیرد	 PersonX قصد دارد مثمر ثمر باشد
29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	29	4471	4471	xIntent	PersonX kills PersonY's father	revenge	PersonX پدر PersonY را می کشد	انتقام	PersonX kills PersonY's father. PersonX intends revenge	PersonX پدر PersonY را می کشد. PersonX قصد انتقام دارد	PersonX kills PersonY's father	 PersonX intends revenge	PersonX پدر PersonY را می کشد	 PersonX قصد انتقام دارد
30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	4472	4472	xIntent	PersonX kills PersonY's father	to be evil	PersonX پدر PersonY را می کشد	بد بودن	PersonX kills PersonY's father. PersonX intends to be evil	PersonX پدر PersonY را می کشد. PersonX قصد دارد شر باشد	PersonX kills PersonY's father	 PersonX intends to be evil	PersonX پدر PersonY را می کشد	 PersonX قصد دارد شر باشد
31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	31	4473	4473	xIntent	PersonX kills PersonY's father	to hurt someone.	PersonX پدر PersonY را می کشد	صدمه زدن به کسی	PersonX kills PersonY's father. PersonX intends to hurt someone.	PersonX پدر PersonY را می کشد. PersonX قصد دارد به کسی آسیب برساند.	PersonX kills PersonY's father	 PersonX intends to hurt someone	PersonX پدر PersonY را می کشد	 PersonX قصد دارد به کسی آسیب برساند
32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	32	4474	4474	xIntent	PersonX pleads PersonX's cause	to defend themselves	PersonX دلیل PersonX را ادعا می کند	برای دفاع از خود	PersonX pleads PersonX's cause. PersonX intends to defend themselves	PersonX دلیل PersonX را ادعا می کند. PersonX قصد دارد از خود دفاع کند	PersonX pleads PersonX's cause	 PersonX intends to defend themselves	PersonX دلیل PersonX را ادعا می کند	 PersonX قصد دارد از خود دفاع کند
33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	33	4475	4475	xIntent	PersonX pleads PersonX's cause	justice to be done	PersonX دلیل PersonX را ادعا می کند	عدالت انجام شود	PersonX pleads PersonX's cause. PersonX intends justice to be done	PersonX دلیل PersonX را ادعا می کند. PersonX قصد دارد عدالت اجرا شود	PersonX pleads PersonX's cause	 PersonX intends justice to be done	PersonX دلیل PersonX را ادعا می کند	 PersonX قصد دارد عدالت اجرا شود
34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	4476	4476	xIntent	PersonX pleads PersonX's cause	everyone to believe his friend is innocent	PersonX دلیل PersonX را ادعا می کند	هرکسی باور کند دوستش بی گناه است	PersonX pleads PersonX's cause. PersonX intends everyone to believe his friend is innocent	PersonX دلیل PersonX را ادعا می کند. PersonX قصد دارد همه باور کنند که دوستش بی گناه است	PersonX pleads PersonX's cause	 PersonX intends everyone to believe his friend is innocent	PersonX دلیل PersonX را ادعا می کند	 PersonX قصد دارد همه باور کنند که دوستش بی گناه است
35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	4477	4477	xIntent	PersonX falls within the range	to be in limit	PersonX در محدوده قرار می گیرد	در حد باشد	PersonX falls within the range. PersonX intends to be in limit	PersonX در محدوده قرار می گیرد. PersonX قصد دارد محدود شود	PersonX falls within the range	 PersonX intends to be in limit	PersonX در محدوده قرار می گیرد	 PersonX قصد دارد محدود شود
36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	4478	4478	xIntent	PersonX loves PersonX's husband	none	PersonX شوهر PersonX را دوست دارد	هیچ یک	PersonX loves PersonX's husband. PersonX intends none	PersonX شوهر PersonX را دوست دارد. PersonX قصد هیچ کدام را ندارد	PersonX loves PersonX's husband	 PersonX intends none	PersonX شوهر PersonX را دوست دارد	 PersonX قصد هیچ کدام را ندارد
37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	37	4479	4479	xIntent	PersonX loves PersonX's husband	to increase the romance and happiness	PersonX شوهر PersonX را دوست دارد	برای افزایش عاشقانه و خوشبختی	PersonX loves PersonX's husband. PersonX intends to increase the romance and happiness	PersonX شوهر PersonX را دوست دارد. PersonX قصد دارد عاشقانه و خوشبختی را افزایش دهد	PersonX loves PersonX's husband	 PersonX intends to increase the romance and happiness	PersonX شوهر PersonX را دوست دارد	 PersonX قصد دارد عاشقانه و خوشبختی را افزایش دهد
38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	4480	4480	xIntent	PersonX loves PersonX's husband	to be loved	PersonX شوهر PersonX را دوست دارد	دوست داشته شدن	PersonX loves PersonX's husband. PersonX intends to be loved	PersonX شوهر PersonX را دوست دارد. PersonX قصد دارد که دوست داشته شود	PersonX loves PersonX's husband	 PersonX intends to be loved	PersonX شوهر PersonX را دوست دارد	 PersonX قصد دارد که دوست داشته شود
39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	4481	4481	xIntent	PersonX builds PersonX's nest	secure	PersonX لانه PersonX را می سازد	امن است	PersonX builds PersonX's nest. PersonX intends secure	PersonX لانه PersonX را می سازد. PersonX قصد امن دارد	PersonX builds PersonX's nest	 PersonX intends secure	PersonX لانه PersonX را می سازد	 PersonX قصد امن دارد
40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	4482	4482	xIntent	PersonX builds PersonX's nest	safe	PersonX لانه PersonX را می سازد	بی خطر	PersonX builds PersonX's nest. PersonX intends safe	PersonX لانه PersonX را می سازد. PersonX قصد امن دارد	PersonX builds PersonX's nest	 PersonX intends safe	PersonX لانه PersonX را می سازد	 PersonX قصد امن دارد
41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	4483	4483	xIntent	PersonX builds PersonX's nest	to own a home	PersonX لانه PersonX را می سازد	داشتن خانه	PersonX builds PersonX's nest. PersonX intends to own a home	PersonX لانه PersonX را می سازد. PersonX قصد دارد صاحب خانه شود	PersonX builds PersonX's nest	 PersonX intends to own a home	PersonX لانه PersonX را می سازد	 PersonX قصد دارد صاحب خانه شود
42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	4484	4484	xIntent	PersonX gets in PersonY's way	to (be)	PersonX سر راه PersonY قرار می گیرد	بودن)	PersonX gets in PersonY's way. PersonX intends to (be)	PersonX سر راه PersonY قرار می گیرد. PersonX قصد دارد (باشد)	PersonX gets in PersonY's way	 PersonX intends to (be)	PersonX سر راه PersonY قرار می گیرد	 PersonX قصد دارد (باشد)
43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	4485	4485	xIntent	PersonX gets in PersonY's way	to block persony	PersonX سر راه PersonY قرار می گیرد	برای جلوگیری از شخصیت	PersonX gets in PersonY's way. PersonX intends to block persony	PersonX سر راه PersonY قرار می گیرد. PersonX قصد دارد شخص را مسدود کند	PersonX gets in PersonY's way	 PersonX intends to block persony	PersonX سر راه PersonY قرار می گیرد	 PersonX قصد دارد شخص را مسدود کند
44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	44	4486	4486	xIntent	PersonX gets in PersonY's way	to stop the other person.	PersonX سر راه PersonY قرار می گیرد	برای جلوگیری از شخص دیگر.	PersonX gets in PersonY's way. PersonX intends to stop the other person.	PersonX سر راه PersonY قرار می گیرد. PersonX قصد دارد شخص دیگر را متوقف کند.	PersonX gets in PersonY's way	 PersonX intends to stop the other person	PersonX سر راه PersonY قرار می گیرد	 PersonX قصد دارد شخص دیگر را متوقف کند
45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	45	4487	4487	xIntent	PersonX improves PersonX's knowledge	learn more about things.	PersonX دانش PersonX را بهبود می بخشد	درباره چیزها بیشتر بیاموزید.	PersonX improves PersonX's knowledge. PersonX intends learn more about things.	PersonX دانش PersonX را بهبود می بخشد. PersonX قصد دارد درمورد چیزها بیشتر بیاموزد.	PersonX improves PersonX's knowledge	 PersonX intends learn more about things	PersonX دانش PersonX را بهبود می بخشد	 PersonX قصد دارد درمورد چیزها بیشتر بیاموزد
46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	46	4488	4488	xIntent	PersonX improves PersonX's knowledge	to be a better person	PersonX دانش PersonX را بهبود می بخشد	تا فرد بهتری باشید	PersonX improves PersonX's knowledge. PersonX intends to be a better person	PersonX دانش PersonX را بهبود می بخشد. PersonX قصد دارد فرد بهتری باشد	PersonX improves PersonX's knowledge	 PersonX intends to be a better person	PersonX دانش PersonX را بهبود می بخشد	 PersonX قصد دارد فرد بهتری باشد
47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	4489	4489	xIntent	PersonX improves PersonX's knowledge	to maximize potential	PersonX دانش PersonX را بهبود می بخشد	برای به حداکثر رساندن پتانسیل	PersonX improves PersonX's knowledge. PersonX intends to maximize potential	PersonX دانش PersonX را بهبود می بخشد. PersonX قصد دارد پتانسیل خود را به حداکثر برساند	PersonX improves PersonX's knowledge	 PersonX intends to maximize potential	PersonX دانش PersonX را بهبود می بخشد	 PersonX قصد دارد پتانسیل خود را به حداکثر برساند
48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	4490	4490	xIntent	PersonX improves PersonX's knowledge	to be more capable	PersonX دانش PersonX را بهبود می بخشد	تواناتر بودن	PersonX improves PersonX's knowledge. PersonX intends to be more capable	PersonX دانش PersonX را بهبود می بخشد. PersonX قصد دارد توانایی بیشتری داشته باشد	PersonX improves PersonX's knowledge	 PersonX intends to be more capable	PersonX دانش PersonX را بهبود می بخشد	 PersonX قصد دارد توانایی بیشتری داشته باشد
49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	49	4491	4491	xIntent	PersonX improves PersonX's knowledge	to be educated	PersonX دانش PersonX را بهبود می بخشد	تعلیم یافتن	PersonX improves PersonX's knowledge. PersonX intends to be educated	PersonX دانش PersonX را بهبود می بخشد. PersonX قصد دارد آموزش ببیند	PersonX improves PersonX's knowledge	 PersonX intends to be educated	PersonX دانش PersonX را بهبود می بخشد	 PersonX قصد دارد آموزش ببیند
50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	4492	4492	xIntent	PersonX increases PersonX's power	control over others	PersonX قدرت PersonX را افزایش می دهد	کنترل بر دیگران	PersonX increases PersonX's power. PersonX intends control over others	PersonX قدرت PersonX را افزایش می دهد. PersonX قصد دارد بر دیگران کنترل کند	PersonX increases PersonX's power	 PersonX intends control over others	PersonX قدرت PersonX را افزایش می دهد	 PersonX قصد دارد بر دیگران کنترل کند
51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	4493	4493	xIntent	PersonX increases PersonX's power	to be dominant	PersonX قدرت PersonX را افزایش می دهد	غالب بودن	PersonX increases PersonX's power. PersonX intends to be dominant	PersonX قدرت PersonX را افزایش می دهد. PersonX قصد دارد سلطه یابد	PersonX increases PersonX's power	 PersonX intends to be dominant	PersonX قدرت PersonX را افزایش می دهد	 PersonX قصد دارد سلطه یابد
52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	4494	4494	xIntent	PersonX increases PersonX's power	proud for power & leverage options.	PersonX قدرت PersonX را افزایش می دهد	افتخار برای گزینه های قدرت و اهرم.	PersonX increases PersonX's power. PersonX intends proud for power & leverage options.	PersonX قدرت PersonX را افزایش می دهد. PersonX برای گزینه های قدرت و اهرم افتخار می کند.	PersonX increases PersonX's power	 PersonX intends proud for power & leverage options	PersonX قدرت PersonX را افزایش می دهد	 PersonX برای گزینه های قدرت و اهرم افتخار می کند
53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	4495	4495	xIntent	PersonX continues PersonY's course	to persevere	PersonX دوره PersonY را ادامه می دهد	استقامت کردن	PersonX continues PersonY's course. PersonX intends to persevere	PersonX دوره PersonY را ادامه می دهد. PersonX قصد دارد پایداری کند	PersonX continues PersonY's course	 PersonX intends to persevere	PersonX دوره PersonY را ادامه می دهد	 PersonX قصد دارد پایداری کند
54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	4496	4496	xIntent	PersonX continues PersonY's course	to achieve an accomplishment	PersonX دوره PersonY را ادامه می دهد	برای رسیدن به یک موفقیت	PersonX continues PersonY's course. PersonX intends to achieve an accomplishment	PersonX دوره PersonY را ادامه می دهد. PersonX قصد دارد به یک موفقیت دست یابد	PersonX continues PersonY's course	 PersonX intends to achieve an accomplishment	PersonX دوره PersonY را ادامه می دهد	 PersonX قصد دارد به یک موفقیت دست یابد
55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	4497	4497	xIntent	PersonX continues PersonY's course	to get new skills	PersonX دوره PersonY را ادامه می دهد	برای به دست آوردن مهارت های جدید	PersonX continues PersonY's course. PersonX intends to get new skills	PersonX دوره PersonY را ادامه می دهد. PersonX قصد دارد مهارت های جدیدی کسب کند	PersonX continues PersonY's course	 PersonX intends to get new skills	PersonX دوره PersonY را ادامه می دهد	 PersonX قصد دارد مهارت های جدیدی کسب کند
56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	4498	4498	xIntent	PersonX makes PersonY analysis	to be thoughtful	PersonX تجزیه و تحلیل PersonY را انجام می دهد	متفکر بودن	PersonX makes PersonY analysis. PersonX intends to be thoughtful	PersonX تجزیه و تحلیل PersonY را انجام می دهد. PersonX قصد دارد متفکر باشد	PersonX makes PersonY analysis	 PersonX intends to be thoughtful	PersonX تجزیه و تحلیل PersonY را انجام می دهد	 PersonX قصد دارد متفکر باشد
57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	57	4499	4499	xIntent	PersonX holds PersonX's tongue	to be polite	PersonX زبان PersonX را نگه می دارد	مودب بودن	PersonX holds PersonX's tongue. PersonX intends to be polite	PersonX زبان PersonX را نگه می دارد. PersonX قصد دارد مودب باشد	PersonX holds PersonX's tongue	 PersonX intends to be polite	PersonX زبان PersonX را نگه می دارد	 PersonX قصد دارد مودب باشد
58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	58	4500	4500	xIntent	PersonX holds PersonX's tongue	to cause no offense	PersonX زبان PersonX را نگه می دارد	تا جرمی نداشته باشد	PersonX holds PersonX's tongue. PersonX intends to cause no offense	PersonX زبان PersonX را نگه می دارد. PersonX قصد ندارد هیچ جرمی مرتکب شود	PersonX holds PersonX's tongue	 PersonX intends to cause no offense	PersonX زبان PersonX را نگه می دارد	 PersonX قصد ندارد هیچ جرمی مرتکب شود
59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	4501	4501	xIntent	PersonX holds PersonX's tongue	avoid an argument	PersonX زبان PersonX را نگه می دارد	از مشاجره بپرهیزید	PersonX holds PersonX's tongue. PersonX intends avoid an argument	PersonX زبان PersonX را نگه می دارد. PersonX قصد دارد از مشاجره جلوگیری کند	PersonX holds PersonX's tongue	 PersonX intends avoid an argument	PersonX زبان PersonX را نگه می دارد	 PersonX قصد دارد از مشاجره جلوگیری کند
60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	4502	4502	xIntent	PersonX holds PersonX's tongue	to not offend anyone	PersonX زبان PersonX را نگه می دارد	تا کسی را آزرده نکند	PersonX holds PersonX's tongue. PersonX intends to not offend anyone	PersonX زبان PersonX را نگه می دارد. PersonX قصد دارد هیچ کسی را آزرده نکند	PersonX holds PersonX's tongue	 PersonX intends to not offend anyone	PersonX زبان PersonX را نگه می دارد	 PersonX قصد دارد هیچ کسی را آزرده نکند
61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	61	4503	4503	xIntent	PersonX rubs PersonX's chin	to relieve an itch	PersonX چانه PersonX را می مالد	برای رفع خارش	PersonX rubs PersonX's chin. PersonX intends to relieve an itch	PersonX چانه PersonX را می مالد. PersonX قصد دارد خارش را تسکین دهد	PersonX rubs PersonX's chin	 PersonX intends to relieve an itch	PersonX چانه PersonX را می مالد	 PersonX قصد دارد خارش را تسکین دهد
62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	62	4504	4504	xIntent	PersonX rubs PersonX's chin	to think about something.	PersonX چانه PersonX را می مالد	به چیزی فکر کردن	PersonX rubs PersonX's chin. PersonX intends to think about something.	PersonX چانه PersonX را می مالد. PersonX قصد دارد به چیزی فکر کند.	PersonX rubs PersonX's chin	 PersonX intends to think about something	PersonX چانه PersonX را می مالد	 PersonX قصد دارد به چیزی فکر کند
63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	63	4505	4505	xIntent	PersonX settles PersonX's affairs	to settle	PersonX امور PersonX را حل و فصل می کند	به حل و فصل	PersonX settles PersonX's affairs. PersonX intends to settle	PersonX امور PersonX را حل و فصل می کند. PersonX قصد تسویه حساب دارد	PersonX settles PersonX's affairs	 PersonX intends to settle	PersonX امور PersonX را حل و فصل می کند	 PersonX قصد تسویه حساب دارد
64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	4506	4506	xIntent	PersonX settles PersonX's affairs	to be at peace	PersonX امور PersonX را حل و فصل می کند	در صلح بودن	PersonX settles PersonX's affairs. PersonX intends to be at peace	PersonX امور PersonX را حل و فصل می کند. PersonX قصد دارد در صلح و آرامش باشد	PersonX settles PersonX's affairs	 PersonX intends to be at peace	PersonX امور PersonX را حل و فصل می کند	 PersonX قصد دارد در صلح و آرامش باشد
65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	65	4507	4507	xIntent	PersonX settles PersonX's affairs	to achieve an accomplishment	PersonX امور PersonX را حل و فصل می کند	برای رسیدن به یک موفقیت	PersonX settles PersonX's affairs. PersonX intends to achieve an accomplishment	PersonX امور PersonX را حل و فصل می کند. PersonX قصد دارد به یک موفقیت دست یابد	PersonX settles PersonX's affairs	 PersonX intends to achieve an accomplishment	PersonX امور PersonX را حل و فصل می کند	 PersonX قصد دارد به یک موفقیت دست یابد
